resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank
817,56,9,25,6,26,31,1,8,180,8,33
818,56,10,30,11,67,34,2,4,322,17,26
819,56,11,5,0,3,21,1,8,206,20,2
820,56,12,19,11,23,35,7,5,0,0,25
821,56,13,16,0,6,29,1,8,183,2,25
822,56,14,10,0,0,26,5,11,80,0,30
823,56,15,2,0,0,23,6,13,28,0,30
824,56,16,3,0,1,30,8,14,37,0,33
825,56,,25,13,61,35,0,7,246,18,4
826,56,,10,0,1,29,8,14,90,0,33
827,56,,7,0,0,23,4,1,49,0,4
828,56,,0,0,0,31,8,14,4,0,33
829,56,,26,1,10,32,5,11,252,1,33
830,56,,4,0,0,27,8,14,46,0,33
831,57,1,25,90,152,37,1,8,306,77,0
832,57,2,6,18,44,25,6,6,305,23,6
833,57,3,11,2,13,25,2,4,269,15,0
834,57,4,12,10,39,27,4,0,285,46,1
835,57,5,30,11,67,34,2,4,322,17,26
836,57,6,26,2,18,33,5,11,229,2,6
837,57,7,5,0,3,21,1,8,206,20,2
838,57,8,19,11,23,35,7,5,0,0,25
839,57,9,26,1,10,32,5,11,252,1,33
840,57,10,16,0,6,29,1,8,183,2,25
841,57,11,2,0,0,23,6,13,28,0,30
842,57,12,3,0,1,30,8,14,37,0,33
843,57,13,3,0,0,27,8,14,46,0,33
844,57,,25,6,26,31,1,8,180,8,33
845,57,,12,7,29,31,8,14,94,12,1
846,57,,9,0,1,29,8,14,90,0,33
847,57,,1,0,0,28,4,12,7,0,33
848,57,,14,9,30,26,0,7,306,8,26
849,57,,7,0,0,23,4,1,49,0,4
850,57,,18,6,19,30,4,2,215,19,2
851,57,,25,13,61,35,0,7,246,18,4
852,57,,10,0,0,26,5,11,80,0,30
853,58,1,6,18,43,25,6,6,305,23,6
854,58,2,25,89,151,37,1,8,306,77,0
855,58,3,26,2,18,33,5,11,229,2,6
856,58,4,11,2,12,25,2,4,269,15,0
857,58,5,12,10,39,27,4,0,285,46,1
858,58,6,14,9,30,26,0,7,306,8,26
859,58,7,30,11,67,34,2,4,322,17,26
860,58,8,16,0,6,29,1,8,183,2,25
861,58,9,18,6,19,30,4,2,215,19,2
862,58,10,26,1,10,32,5,11,252,1,33
863,58,11,5,0,3,21,1,8,206,20,2
864,58,12,19,11,23,35,7,5,0,0,25
865,58,13,7,0,0,23,4,1,49,0,4
866,58,14,24,13,61,35,0,7,246,18,4
867,58,15,9,0,0,26,5,11,80,0,30
868,58,16,3,0,1,30,8,14,37,0,33
869,58,17,9,0,1,29,8,14,90,0,33
870,58,,3,0,0,27,8,14,46,0,33
871,58,,2,0,0,23,6,13,28,0,30
872,58,,25,6,26,31,1,8,180,8,33
873,58,,12,7,29,31,8,14,94,12,1
874,58,,1,0,0,28,4,12,7,0,33
875,59,1,6,17,42,25,6,6,305,23,6
876,59,2,11,7,29,31,8,14,94,12,1
877,59,3,24,13,61,35,0,7,246,18,4
878,59,4,30,11,67,34,2,4,322,17,26
879,59,5,25,89,150,37,1,8,306,77,0
880,59,6,26,2,17,33,5,11,229,2,6
881,59,7,16,0,6,29,1,8,183,2,25
882,59,8,25,6,26,31,1,8,180,8,33
883,59,9,11,2,12,25,2,4,269,15,0
884,59,10,9,0,0,26,5,11,80,0,30
885,59,11,14,9,30,26,0,7,306,8,26
886,59,12,3,0,0,27,8,14,46,0,33
887,59,13,2,0,0,23,6,13,28,0,30
888,59,14,19,11,23,35,7,5,0,0,25
889,59,15,3,0,1,30,8,14,37,0,33
890,59,16,1,0,0,28,4,12,7,0,33
891,59,17,26,1,10,32,5,11,252,1,33
892,59,,7,0,0,23,4,1,49,0,4
893,59,,5,0,3,21,1,8,206,20,2
894,59,,12,10,39,27,4,0,285,46,1
895,59,,18,6,19,30,4,2,215,19,2
896,59,,9,0,1,29,8,14,90,0,33
897,60,1,6,16,41,25,6,6,305,23,6
898,60,2,25,89,150,37,1,8,306,77,0
899,60,3,12,10,39,27,4,0,285,46,1
900,60,4,26,2,17,33,5,11,229,2,6
901,60,5,11,2,12,25,2,4,269,15,0
902,60,6,11,7,28,31,8,14,94,12,1
903,60,7,16,0,6,29,1,8,183,2,25
904,60,8,19,11,23,35,7,5,0,0,25
905,60,9,4,0,3,21,1,8,206,20,2
906,60,10,30,11,67,34,2,4,322,17,26
907,60,11,26,1,10,32,5,11,252,1,33
908,60,12,24,13,60,35,0,7,246,18,4
909,60,13,9,0,0,26,5,11,80,0,30
910,60,14,7,0,0,23,4,1,49,0,4
911,60,15,3,0,0,27,8,14,46,0,33
912,60,16,3,0,1,30,8,14,37,0,33
913,60,17,9,0,1,29,8,14,90,0,33
914,60,18,1,0,0,28,4,12,7,0,33
915,60,,14,9,30,26,0,7,306,8,26
916,60,,2,0,0,23,6,13,28,0,30
917,60,,25,6,26,31,1,8,180,8,33
918,60,,17,6,19,30,4,2,215,19,2
919,61,1,6,15,40,25,6,6,305,23,6
920,61,2,25,89,149,37,1,8,306,77,0
921,61,3,12,10,38,27,4,0,285,46,1
922,61,4,26,2,17,33,5,11,229,2,6
923,61,5,11,2,12,25,2,4,269,15,0
924,61,6,26,1,10,32,5,11,252,1,33
925,61,7,16,0,6,29,1,8,183,2,25
926,61,8,24,13,60,35,0,7,246,18,4
927,61,9,14,9,30,26,0,7,306,8,26
928,61,10,1,0,0,23,6,13,28,0,30
929,61,11,7,0,0,23,4,1,49,0,4
930,61,12,16,6,19,30,4,2,215,19,2
931,61,13,9,0,0,26,5,11,80,0,30
932,61,14,3,0,1,30,8,14,37,0,33
933,61,15,9,0,1,29,8,14,90,0,33
934,61,,19,11,23,35,7,5,0,0,25
935,61,,24,6,26,31,1,8,180,8,33
936,61,,11,7,28,31,8,14,94,12,1
937,61,,30,11,67,34,2,4,322,17,26
938,61,,1,0,0,28,4,12,7,0,33
939,61,,4,0,3,21,1,8,206,20,2
940,61,,3,0,0,27,8,14,46,0,33
941,62,1,25,89,148,37,1,8,306,77,0
942,62,2,11,2,12,25,2,4,269,15,0
943,62,3,26,2,17,33,5,11,229,2,6
944,62,4,26,1,10,32,5,11,252,1,33
945,62,5,6,14,39,25,6,6,305,23,6
946,62,6,30,11,67,34,2,4,322,17,26
947,62,7,24,13,60,35,0,7,246,18,4
948,62,8,9,0,0,26,5,11,80,0,30
949,62,9,3,0,3,21,1,8,206,20,2
950,62,,23,6,26,31,1,8,180,8,33
951,62,,2,0,0,27,8,14,46,0,33
952,62,,18,11,23,35,7,5,0,0,25
953,62,,3,0,1,30,8,14,37,0,33
954,62,,8,0,1,29,8,14,90,0,33
955,62,,14,9,30,26,0,7,306,8,26
956,62,,12,10,37,27,4,0,285,46,1
957,62,,16,0,6,29,1,8,183,2,25
958,62,,10,7,28,31,8,14,94,12,1
959,62,,16,6,19,30,4,2,215,19,2
960,62,,1,0,0,23,6,13,28,0,30
961,62,,7,0,0,23,4,1,49,0,4
962,62,,1,0,0,28,4,12,7,0,33
963,63,1,25,88,147,37,1,8,306,77,0
964,63,2,6,14,39,25,6,6,305,23,6
965,63,3,11,2,11,25,2,4,269,15,0
966,63,4,23,6,26,31,1,8,180,8,33
967,63,5,11,10,37,27,4,0,285,46,1
968,63,6,26,2,16,33,5,11,229,2,6
969,63,7,17,0,1,35,6,6,104,1,1
970,63,8,15,0,6,29,1,8,183,2,25
971,63,9,24,13,60,35,0,7,246,18,4
972,63,10,0,0,0,23,6,13,28,0,30
973,63,11,18,11,23,35,7,5,0,0,25
974,63,12,6,0,0,23,4,1,49,0,4
975,63,13,9,0,0,26,5,11,80,0,30
976,63,14,3,0,3,21,1,8,206,20,2
977,63,15,2,0,0,27,8,14,46,0,33
978,63,16,0,0,0,28,4,12,7,0,33
979,63,,13,9,30,26,0,7,306,8,26
980,63,,15,6,19,30,4,2,215,19,2
981,63,,26,1,10,32,5,11,252,1,33
982,63,,30,11,67,34,2,4,322,17,26
983,63,,2,0,1,30,8,14,37,0,33
984,63,,7,0,1,29,8,14,90,0,33
985,64,1,25,87,146,37,1,8,306,77,0
986,64,2,11,2,10,25,2,4,269,15,0
987,64,3,11,10,37,27,4,0,285,46,1
988,64,4,13,9,30,26,0,7,306,8,26
989,64,5,6,14,38,25,6,6,305,23,6
990,64,6,26,2,16,33,5,11,229,2,6
991,64,7,26,1,10,32,5,11,252,1,33
992,64,8,6,0,0,23,4,1,49,0,4
993,64,9,23,6,26,31,1,8,180,8,33
994,64,10,9,0,0,26,5,11,80,0,30
995,64,11,24,13,60,35,0,7,246,18,4
996,64,12,0,0,0,23,6,13,28,0,30
997,64,,15,6,19,30,4,2,215,19,2
998,64,,7,0,1,29,8,14,90,0,33
999,64,,18,11,23,35,7,5,0,0,25
1000,64,,30,11,67,34,2,4,322,17,26
1001,64,,15,0,6,29,1,8,183,2,25
1002,64,,17,0,1,35,6,6,104,1,1
1003,64,,1,0,0,24,8,14,21,0,33
1004,64,,3,0,3,21,1,8,206,20,2
1005,64,,2,0,0,27,8,14,46,0,33
1006,64,,2,0,1,30,8,14,37,0,33
1007,65,1,13,9,30,26,0,7,306,8,26
1008,65,2,17,0,1,35,6,6,104,1,1
1009,65,3,15,0,6,29,1,8,183,2,25
1010,65,4,30,11,67,34,2,4,322,17,26
1011,65,5,24,13,60,35,0,7,246,18,4
1012,65,6,23,6,26,31,1,8,180,8,33
1013,65,7,11,2,9,25,2,4,269,15,0
1014,65,8,25,86,145,37,1,8,306,77,0
1015,65,9,2,0,1,30,8,14,37,0,33
1016,65,10,2,0,0,27,8,14,46,0,33
1017,65,11,0,0,0,23,6,13,28,0,30
1018,65,12,26,1,10,32,5,11,252,1,33
1019,65,13,7,0,1,29,8,14,90,0,33
1020,65,,6,14,38,25,6,6,305,23,6
1021,65,,11,10,36,27,4,0,285,46,1
1022,65,,9,0,0,26,5,11,80,0,30
1023,65,,2,0,3,21,1,8,206,20,2
1024,65,,26,2,16,33,5,11,229,2,6
1025,65,,6,0,0,23,4,1,49,0,4
1026,65,,15,6,19,30,4,2,215,19,2
1027,65,,1,0,0,24,8,14,21,0,33
1028,65,,2,0,5,22,8,14,76,1,25
1029,66,1,11,2,9,25,2,4,269,15,0
1030,66,2,6,14,38,25,6,6,305,23,6
1031,66,3,25,86,145,37,1,8,306,77,0
1032,66,4,13,8,29,26,0,7,306,8,26
1033,66,5,17,0,0,35,6,6,104,1,1
1034,66,6,25,2,16,33,5,11,229,2,6
1035,66,7,23,6,26,31,1,8,180,8,33
1036,66,8,30,11,67,34,2,4,322,17,26
1037,66,9,26,1,10,32,5,11,252,1,33
1038,66,10,14,6,19,30,4,2,215,19,2
1039,66,11,5,0,0,23,4,1,49,0,4
1040,66,12,2,0,5,22,8,14,76,1,25
1041,66,13,0,0,0,23,6,13,28,0,30
1042,66,14,15,0,5,29,1,8,183,2,25
1043,66,15,24,13,60,35,0,7,246,18,4
1044,66,,2,0,0,27,8,14,46,0,33
1045,66,,7,0,1,29,8,14,90,0,33
1046,66,,2,0,3,21,1,8,206,20,2
1047,66,,1,0,0,24,8,14,21,0,33
1048,66,,8,0,0,26,5,11,80,0,30
1049,66,,10,10,36,27,4,0,285,46,1
1050,66,,2,0,1,30,8,14,37,0,33
1051,67,1,25,86,144,37,1,8,306,77,0
1052,67,2,9,10,36,27,4,0,285,46,1
1053,67,3,2,0,5,22,8,14,76,1,25
1054,67,4,25,2,16,33,5,11,229,2,6
1055,67,5,13,8,29,26,0,7,306,8,26
1056,67,6,30,11,67,34,2,4,322,17,26
1057,67,7,26,1,10,32,5,11,252,1,33
1058,67,8,15,0,5,29,1,8,183,2,25
1059,67,9,11,1,8,25,2,4,269,15,0
1060,67,10,14,6,19,30,4,2,215,19,2
1061,67,11,5,0,0,23,4,1,49,0,4
1062,67,12,24,13,60,35,0,7,246,18,4
1063,67,13,0,0,0,23,6,13,28,0,30
1064,67,14,7,0,0,26,5,11,80,0,30
1065,67,15,23,6,26,31,1,8,180,8,33
1066,67,16,7,0,1,29,8,14,90,0,33
1067,67,17,1,0,0,27,8,14,46,0,33
1068,67,,1,0,1,30,8,14,37,0,33
1069,67,,6,14,37,25,6,6,305,23,6
1070,67,,17,0,0,35,6,6,104,1,1
1071,67,,0,0,0,24,8,14,21,0,33
1072,67,,2,0,3,21,1,8,206,20,2
1073,68,1,25,85,143,37,1,8,306,77,0
1074,68,2,6,14,37,25,6,6,305,23,6
1075,68,3,25,2,16,33,5,11,229,2,6
1076,68,4,13,8,29,26,0,7,306,8,26
1077,68,5,17,0,0,35,6,6,104,1,1
1078,68,6,30,11,67,34,2,4,322,17,26
1079,68,7,15,0,5,29,1,8,183,2,25
1080,68,8,14,6,19,30,4,2,215,19,2
1081,68,9,24,13,60,35,0,7,246,18,4
1082,68,10,7,0,0,26,5,11,80,0,30
1083,68,11,2,0,3,21,1,8,206,20,2
1084,68,12,0,0,0,25,8,14,11,0,4
1085,68,13,2,0,4,22,8,14,76,1,25
1086,68,14,0,0,0,23,6,13,28,0,30
1087,68,15,1,0,0,27,8,14,46,0,33
1088,68,16,0,0,0,24,8,14,21,0,33
1089,68,,23,6,26,31,1,8,180,8,33
1090,68,,11,1,8,25,2,4,269,15,0
1091,68,,26,1,10,32,5,11,252,1,33
1092,68,,1,0,1,30,8,14,37,0,33
1093,68,,9,10,35,27,4,0,285,46,1
1094,68,,7,0,1,29,8,14,90,0,33
1095,69,1,6,14,36,25,6,6,305,23,6
1096,69,2,10,1,8,25,2,4,269,15,0
1097,69,3,25,2,15,33,5,11,229,2,6
1098,69,4,13,8,29,26,0,7,306,8,26
1099,69,5,9,10,35,27,4,0,285,46,1
1100,69,6,26,1,10,32,5,11,252,1,33
1101,69,7,23,6,26,31,1,8,180,8,33
1102,69,8,15,0,5,29,1,8,183,2,25
1103,69,9,2,0,4,22,8,14,76,1,25
1104,69,10,2,0,3,21,1,8,206,20,2
1105,69,11,17,0,0,35,6,6,104,1,1
1106,69,12,30,11,67,34,2,4,322,17,26
1107,69,13,0,0,0,25,8,14,11,0,4
1108,69,14,7,0,0,26,5,11,80,0,30
1109,69,15,7,0,1,29,8,14,90,0,33
1110,69,16,0,0,1,30,8,14,37,0,33
1111,69,17,0,0,0,24,8,14,21,0,33
1112,69,18,0,0,0,23,6,13,28,0,30
1113,69,,14,6,19,30,4,2,215,19,2
1114,69,,25,84,142,37,1,8,306,77,0
1115,69,,24,13,60,35,0,7,246,18,4
1116,69,,1,0,0,27,8,14,46,0,33
1117,70,1,10,1,7,25,2,4,269,15,0
1118,70,2,6,13,35,25,6,6,305,23,6
1119,70,3,13,8,29,26,0,7,306,8,26
1120,70,4,25,84,142,37,1,8,306,77,0
1121,70,5,9,10,35,27,4,0,285,46,1
1122,70,6,25,2,14,33,5,11,229,2,6
1123,70,7,30,11,67,34,2,4,322,17,26
1124,70,8,17,0,0,35,6,6,104,1,1
1125,70,9,2,0,4,22,8,14,76,1,25
1126,70,10,7,0,1,29,8,14,90,0,33
1127,70,11,0,0,0,23,6,13,28,0,30
1128,70,12,0,0,0,25,8,14,11,0,4
1129,70,13,7,0,0,26,5,11,80,0,30
1130,70,14,1,0,0,27,8,14,46,0,33
1131,70,15,0,0,1,30,8,14,37,0,33
1132,70,16,0,0,0,24,8,14,21,0,33
1133,70,17,15,0,5,29,1,8,183,2,25
1134,70,,24,13,60,35,0,7,246,18,4
1135,70,,26,1,10,32,5,11,252,1,33
1136,70,,23,6,26,31,1,8,180,8,33
1137,70,,13,6,19,30,4,2,215,19,2
1138,70,,2,0,3,21,1,8,206,20,2
1139,71,1,25,2,14,32,5,11,229,2,6
1140,71,2,30,11,67,33,2,4,322,17,0
1141,71,3,6,13,34,24,6,6,305,23,6
1142,71,4,24,13,60,34,0,7,246,18,4
1143,71,5,12,6,19,29,4,2,215,19,2
1144,71,6,9,7,28,30,8,14,94,12,1
1145,71,7,5,0,0,22,4,1,49,0,4
1146,71,8,9,10,35,26,4,0,285,46,1
1147,71,9,26,1,10,31,5,11,252,1,33
1148,71,10,10,0,6,24,2,4,269,15,33
1149,71,,13,8,28,25,0,7,306,8,33
1150,71,12,23,6,26,30,1,8,180,8,33
1151,71,13,17,11,23,34,7,5,0,0,33
1152,71,,7,0,1,28,8,14,90,0,33
1153,71,15,1,0,0,28,8,14,46,0,18
1154,71,16,0,0,1,29,8,14,37,0,18
1155,71,17,3,0,0,25,4,1,11,0,33
1156,71,,25,84,142,36,1,8,306,77,0
1157,71,,14,0,5,28,1,8,183,2,2
1158,71,,1,0,0,26,8,14,46,0,33
1159,72,1,6,13,33,24,6,6,305,23,6
1160,72,2,26,1,10,31,5,11,252,1,33
1161,72,3,13,0,5,28,1,8,183,2,2
1162,72,4,9,7,28,30,8,14,94,12,1
1163,72,5,23,6,26,30,1,8,180,8,33
1164,72,6,24,13,60,34,0,7,246,18,4
1165,72,7,24,84,142,36,1,8,306,77,0
1166,72,8,5,0,0,22,4,1,49,0,4
1167,72,9,9,10,35,26,4,0,285,46,1
1168,72,10,10,0,6,24,2,4,269,15,33
1169,72,11,1,0,0,28,8,14,46,0,18
1170,72,12,0,0,1,29,8,14,37,0,18
1171,72,13,1,0,0,26,8,14,46,0,33
1172,72,,30,11,66,33,2,4,322,17,0
1173,72,,25,1,13,32,5,11,229,2,6
1174,72,,12,6,19,29,4,2,215,19,2
1175,72,,17,11,23,34,7,5,0,0,33
1176,72,,13,8,28,25,0,7,306,8,33
1177,72,,2,0,0,26,0,7,24,0,33
1178,72,,3,0,0,25,4,1,11,0,33
1179,73,1,6,12,32,24,6,6,305,23,6
1180,73,2,26,1,9,31,5,11,252,1,33
1181,73,3,9,10,35,26,4,0,285,46,1
1182,73,4,23,6,26,30,1,8,180,8,33
1183,73,5,17,0,0,34,6,6,104,1,1
1184,73,6,11,6,19,29,4,2,215,19,2
1185,73,7,10,0,6,24,2,4,269,15,33
1186,73,8,24,13,60,34,0,7,246,18,4
1187,73,9,30,11,66,33,2,4,322,17,0
1188,73,10,0,0,1,29,8,14,37,0,18
1189,73,11,16,11,23,34,7,5,0,0,33
1190,73,12,2,0,0,25,4,1,11,0,33
1191,73,13,1,0,0,26,8,14,46,0,33
1192,73,,13,8,28,25,0,7,306,8,33
1193,73,,7,0,1,28,8,14,90,0,33
1194,73,,13,0,4,28,1,8,183,2,2
1195,73,,24,84,142,36,1,8,306,77,0
1196,73,,24,1,13,32,5,11,229,2,6
1197,73,,1,0,0,28,8,14,46,0,18
1198,73,,5,0,0,22,4,1,49,0,4
1199,74,1,6,11,31,24,6,6,305,23,6
1200,74,2,24,84,142,36,1,8,306,77,0
1201,74,3,10,0,2,31,4,1,69,1,1
1202,74,4,16,11,23,34,7,5,0,0,33
1203,74,5,26,1,8,31,5,11,252,1,33
1204,74,6,13,0,4,28,1,8,183,2,2
1205,74,7,11,6,19,29,4,2,215,19,2
1206,74,8,7,0,0,25,5,11,80,0,4
1207,74,9,23,6,26,30,1,8,180,8,33
1208,74,10,10,0,6,24,2,4,269,15,33
1209,74,11,24,13,60,34,0,7,246,18,4
1210,74,12,1,0,0,28,8,14,46,0,18
1211,74,13,0,0,1,29,8,14,37,0,18
1212,74,,1,0,0,26,8,14,46,0,33
1213,74,,30,11,66,33,2,4,322,17,0
1214,74,,9,10,34,26,4,0,285,46,1
1215,74,,2,0,0,25,4,1,11,0,33
1216,74,,24,1,13,32,5,11,229,2,6
1217,74,,13,8,28,25,0,7,306,8,33
1218,74,,7,0,1,28,8,14,90,0,33
1219,75,1,9,10,34,26,4,0,285,46,1
1220,75,2,6,10,30,24,6,6,305,23,6
1221,75,3,26,1,8,31,5,11,252,1,33
1222,75,4,23,6,26,30,1,8,180,8,33
1223,75,5,23,1,13,32,5,11,229,2,6
1224,75,6,11,6,19,29,4,2,215,19,2
1225,75,7,9,7,28,30,8,14,94,12,1
1226,75,8,24,13,60,34,0,7,246,18,4
1227,75,9,30,11,66,33,2,4,322,17,0
1228,75,10,13,0,4,28,1,8,183,2,2
1229,75,11,10,0,6,24,2,4,269,15,33
1230,75,12,0,0,1,29,8,14,37,0,18
1231,75,13,1,0,0,28,8,14,46,0,18
1232,75,,16,11,23,34,7,5,0,0,33
1233,75,,24,84,141,36,1,8,306,77,0
1234,75,,1,0,0,26,8,14,46,0,33
1235,75,,2,0,0,25,4,1,11,0,33
1236,75,,7,0,0,25,5,11,80,0,4
1237,76,1,9,9,33,26,4,0,285,46,1
1238,76,2,13,0,4,28,1,8,183,2,2
1239,76,3,11,6,19,29,4,2,215,19,2
1240,76,4,6,10,29,24,6,6,305,23,6
1241,76,5,9,7,28,30,8,14,94,12,1
1242,76,6,23,6,26,30,1,8,180,8,33
1243,76,7,24,84,141,36,1,8,306,77,0
1244,76,8,30,11,66,33,2,4,322,17,0
1245,76,9,10,0,6,24,2,4,269,15,33
1246,76,10,26,1,7,31,5,11,252,1,33
1247,76,11,16,11,23,34,7,5,0,0,33
1248,76,12,23,1,13,32,5,11,229,2,6
1249,76,13,0,0,1,29,8,14,37,0,18
1250,76,14,1,0,0,26,8,14,46,0,33
1251,76,,6,0,0,25,5,11,80,0,4
1252,76,,1,0,0,25,4,1,11,0,33
1253,76,,24,13,60,34,0,7,246,18,4
1254,76,,1,0,0,28,8,14,46,0,18
1255,77,1,6,10,29,24,6,6,305,23,6
1256,77,2,13,0,3,28,1,8,183,2,2
1257,77,3,30,11,66,33,2,4,322,17,0
1258,77,4,23,13,60,34,0,7,246,18,4
1259,77,5,24,84,141,36,1,8,306,77,0
1260,77,6,23,1,13,32,5,11,229,2,6
1261,77,7,9,7,28,30,8,14,94,12,1
1262,77,8,26,1,7,31,5,11,252,1,33
1263,77,9,5,0,0,25,5,11,80,0,4
1264,77,10,13,8,28,25,0,7,306,8,33
1265,77,11,9,8,32,26,4,0,285,46,1
1266,77,12,7,0,1,28,8,14,90,0,33
1267,77,13,16,11,23,34,7,5,0,0,33
1268,77,14,10,0,6,24,2,4,269,15,33
1269,77,15,0,0,1,29,8,14,37,0,18
1270,77,16,1,0,0,28,8,14,46,0,18
1271,77,17,1,0,0,26,8,14,46,0,33
1272,77,18,0,0,0,25,4,1,11,0,33
1273,77,,23,6,26,30,1,8,180,8,33
1274,77,,11,6,18,29,4,2,215,19,2
1275,78,1,8,8,32,26,4,0,285,46,1
1276,78,2,24,84,141,36,1,8,306,77,0
1277,78,3,30,11,65,33,2,4,322,17,0
1278,78,4,10,0,6,24,2,4,269,15,33
1279,78,5,10,6,18,29,4,2,215,19,2
1280,78,6,22,6,26,30,1,8,180,8,33
1281,78,7,23,13,60,34,0,7,246,18,4
1282,78,8,5,0,0,22,4,1,49,0,4
1283,78,9,16,11,23,34,7,5,0,0,33
1284,78,10,0,0,1,29,8,14,37,0,18
1285,78,11,1,0,0,26,8,14,46,0,33
1286,78,,26,1,7,31,5,11,252,1,33
1287,78,,13,8,28,25,0,7,306,8,33
1288,78,,13,0,2,28,1,8,183,2,2
1289,78,,7,0,1,28,8,14,90,0,33
1290,78,,0,0,0,25,4,1,11,0,33
1291,78,,6,9,28,24,6,6,305,23,6
1292,78,,23,1,13,32,5,11,229,2,6
1293,78,,1,0,0,28,8,14,46,0,18
1294,78,,9,7,28,30,8,14,94,12,1
1295,79,1,24,84,140,36,1,8,306,77,0
1296,79,2,30,11,64,33,2,4,322,17,0
1297,79,3,0,0,1,29,8,14,37,0,18
1298,79,4,1,0,0,28,8,14,46,0,18
1299,79,5,1,0,0,26,8,14,46,0,33
1300,79,6,0,0,0,25,4,1,11,0,33
1301,79,,26,1,7,31,5,11,252,1,33
1302,79,,8,7,31,26,4,0,285,46,1
1303,79,,12,8,28,25,0,7,306,8,33
1304,79,,23,1,13,32,5,11,229,2,6
1305,79,,6,9,28,24,6,6,305,23,6
1306,79,,7,0,1,28,8,14,90,0,33
1307,79,,10,6,18,29,4,2,215,19,2
1308,79,,10,0,6,24,2,4,269,15,33
1309,79,,9,7,28,30,8,14,94,12,1
1310,79,,16,11,23,34,7,5,0,0,33
1311,79,,9,0,0,29,2,4,36,0,33
1312,79,,5,0,0,22,4,1,49,0,4
1313,79,,13,0,2,28,1,8,183,2,2
1314,79,,23,13,60,34,0,7,246,18,4
1315,80,1,5,9,28,24,6,6,305,23,6
1316,80,2,7,7,31,26,4,0,285,46,1
1317,80,3,24,83,139,36,1,8,306,77,0
1318,80,4,11,8,28,25,0,7,306,8,33
1319,80,5,25,1,7,31,5,11,252,1,33
1320,80,6,22,1,13,32,5,11,229,2,6
1321,80,7,22,6,26,30,1,8,180,8,33
1322,80,8,15,11,23,34,7,5,0,0,33
1323,80,9,30,11,63,33,2,4,322,17,0
1324,80,10,22,13,60,34,0,7,246,18,4
1325,80,11,6,0,1,28,8,14,90,0,33
1326,80,12,9,6,18,29,4,2,215,19,2
1327,80,13,0,0,0,29,8,14,37,0,18
1328,80,14,12,0,2,28,1,8,183,2,2
1329,80,15,1,0,0,28,8,14,46,0,18
1330,80,,8,7,28,30,8,14,94,12,1
1331,80,,1,0,0,26,8,14,46,0,33
1332,80,,0,0,0,25,4,1,11,0,33
1333,80,,9,0,6,24,2,4,269,15,33
1334,80,,4,0,0,22,4,1,49,0,4
1335,81,1,8,7,28,30,8,14,94,12,1
1336,81,2,5,8,27,24,6,6,305,23,6
1337,81,3,7,7,30,26,4,0,285,46,1
1338,81,4,22,1,13,32,5,11,229,2,6
1339,81,5,11,8,28,25,0,7,306,8,33
1340,81,6,24,83,138,36,1,8,306,77,0
1341,81,7,30,11,63,33,2,4,322,17,0
1342,81,8,22,6,26,30,1,8,180,8,33
1343,81,9,25,1,7,31,5,11,252,1,33
1344,81,10,9,0,6,24,2,4,269,15,33
1345,81,11,9,6,18,29,4,2,215,19,2
1346,81,12,12,0,2,28,1,8,183,2,2
1347,81,13,22,13,60,34,0,7,246,18,4
1348,81,14,15,11,23,34,7,5,0,0,33
1349,81,15,4,0,0,22,4,1,49,0,4
1350,81,16,6,0,1,28,8,14,90,0,33
1351,81,17,0,0,0,29,8,14,37,0,18
1352,81,18,1,0,0,26,8,14,46,0,33
1353,81,19,0,0,0,25,4,1,11,0,33
1354,81,,1,0,0,28,8,14,46,0,18
1355,82,1,5,8,26,24,6,6,305,23,6
1356,82,2,8,6,27,30,8,14,94,12,1
1357,82,3,11,8,28,25,0,7,306,8,33
1358,82,4,22,1,13,32,5,11,229,2,6
1359,82,5,24,83,138,36,1,8,306,77,0
1360,82,6,22,6,26,30,1,8,180,8,33
1361,82,7,22,13,60,34,0,7,246,18,4
1362,82,8,9,0,6,24,2,4,269,15,33
1363,82,9,4,0,0,22,4,1,49,0,4
1364,82,10,30,11,63,33,2,4,322,17,0
1365,82,11,12,0,2,28,1,8,183,2,2
1366,82,12,6,0,1,28,8,14,90,0,33
1367,82,13,1,0,0,26,8,14,46,0,33
1368,82,14,25,1,7,31,5,11,252,1,33
1369,82,15,15,11,23,34,7,5,0,0,33
1370,82,16,1,0,0,28,8,14,46,0,18
1371,82,17,0,0,0,29,8,14,37,0,18
1372,82,18,0,0,0,24,8,14,11,0,33
1373,82,,9,6,18,29,4,2,215,19,2
1374,82,,7,7,29,26,4,0,285,46,1
1375,83,1,7,7,29,26,4,0,285,46,1
1376,83,2,24,83,138,36,1,8,306,77,0
1377,83,3,22,6,26,30,1,8,180,8,33
1378,83,4,25,1,7,31,5,11,252,1,33
1379,83,5,11,8,27,25,0,7,306,8,33
1380,83,6,12,0,2,28,1,8,183,2,2
1381,83,7,9,6,18,29,4,2,215,19,2
1382,83,8,6,0,1,28,8,14,90,0,33
1383,83,9,22,1,13,32,5,11,229,2,6
1384,83,10,30,11,63,33,2,4,322,17,0
1385,83,11,5,7,25,24,6,6,305,23,6
1386,83,12,1,0,0,28,8,14,46,0,18
