resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank
14369,584,7,4,0,0,23,0,7,10,0,33
14370,584,8,8,0,1,29,4,12,134,3,33
14371,584,9,5,2,7,25,7,9,112,5,9
14372,584,10,6,7,17,31,8,14,123,9,5
14373,584,11,2,0,1,32,4,12,176,7,2
14374,584,12,2,0,0,33,4,12,49,0,9
14375,584,13,1,0,0,29,0,7,152,5,33
14376,584,14,1,4,7,33,3,10,146,6,8
14377,584,15,1,0,0,33,8,14,8,0,33
14378,584,16,0,0,0,29,4,2,116,13,33
14379,584,17,0,0,0,28,0,7,10,0,11
14380,584,18,2,0,0,34,5,11,12,0,23
14381,584,,9,0,3,31,2,4,72,5,8
14382,584,,5,8,24,30,8,14,114,14,5
14383,584,,5,0,0,32,2,4,35,0,33
14384,584,,3,1,1,38,5,11,74,1,23
14385,584,,9,3,17,36,8,14,132,15,0
14386,584,,2,0,1,38,6,13,14,0,29
14387,584,,7,0,1,26,0,7,42,0,33
14388,584,,4,0,0,31,4,12,13,0,2
14389,585,1,4,13,30,29,2,4,144,6,1
14390,585,2,9,0,3,31,2,4,72,5,8
14391,585,3,5,2,7,25,7,9,112,5,9
14392,585,4,5,0,6,28,0,7,92,8,28
14393,585,5,2,0,1,38,6,13,14,0,23
14394,585,6,3,1,1,38,5,11,74,1,23
14395,585,7,5,0,1,29,1,8,105,2,1
14396,585,8,5,3,8,26,4,1,171,24,0
14397,585,9,5,0,1,31,4,12,95,4,9
14398,585,10,0,0,0,29,4,2,116,13,33
14399,585,11,1,0,0,29,0,7,152,5,33
14400,585,12,5,1,2,35,6,13,128,10,33
14401,585,13,9,3,17,36,8,14,132,15,0
14402,585,14,8,0,1,29,4,12,134,3,33
14403,585,15,4,0,0,23,0,7,10,0,33
14404,585,16,3,0,0,29,0,7,19,1,5
14405,585,17,2,0,0,34,7,3,1,0,33
14406,585,18,1,0,0,31,0,7,1,0,33
14407,585,19,5,0,0,32,2,4,35,0,33
14408,585,,8,0,0,24,1,8,74,0,23
14409,585,,1,0,0,27,0,7,2,0,5
14410,585,,7,0,1,26,0,7,42,0,33
14411,585,,2,0,0,34,5,11,12,0,23
14412,585,,6,7,17,31,8,14,123,9,5
14413,585,,2,0,1,32,4,12,176,7,2
14414,585,,1,4,7,33,3,10,146,6,8
14415,585,,3,0,0,27,8,14,3,0,33
14416,585,,1,0,0,29,8,14,0,0,33
14417,586,1,1,4,7,33,3,10,146,6,8
14418,586,2,2,0,1,32,4,12,176,7,2
14419,586,3,5,3,8,26,4,1,171,24,0
14420,586,4,6,0,1,26,0,7,42,0,33
14421,586,5,0,0,0,29,4,2,116,13,33
14422,586,6,1,0,0,33,8,14,8,0,33
14423,586,7,2,0,0,34,5,11,12,0,23
14424,586,8,0,0,0,27,4,1,19,0,28
14425,586,9,4,0,1,31,4,12,95,4,9
14426,586,10,5,1,2,35,6,13,128,10,33
14427,586,,4,0,6,28,0,7,92,8,28
14428,586,,9,3,17,36,8,14,132,15,0
14429,586,,3,0,0,23,0,7,10,0,33
14430,586,,4,2,6,25,7,9,112,5,9
14431,586,,7,0,1,29,4,12,134,3,33
14432,586,,8,0,2,31,2,4,72,5,8
14433,586,,4,0,0,32,2,4,35,0,33
14434,586,,7,0,0,24,1,8,74,0,23
14435,586,,4,12,29,29,2,4,144,6,1
14436,586,,3,1,1,38,5,11,74,1,23
14437,586,,0,0,0,29,0,7,152,5,5
14438,586,,6,7,17,31,8,14,123,9,5
14439,586,,1,0,1,38,6,13,14,0,23
14440,586,,4,0,1,29,1,8,105,2,1
14441,586,,4,0,0,28,0,7,4,0,2
14442,586,,3,0,0,32,0,7,0,0,33
14443,587,1,3,1,1,38,5,11,74,1,23
14444,587,2,4,0,6,28,0,7,92,8,28
14445,587,3,6,0,1,26,0,7,42,0,33
14446,587,4,3,0,1,29,1,8,105,2,1
14447,587,5,6,7,17,31,8,14,123,9,5
14448,587,6,5,3,7,26,4,1,171,24,0
14449,587,7,9,3,17,36,8,14,132,15,0
14450,587,8,3,2,6,25,7,9,112,5,9
14451,587,9,4,12,29,29,2,4,144,6,1
14452,587,10,0,0,0,29,0,7,152,5,33
14453,587,11,4,0,1,31,4,12,95,4,9
14454,587,12,15,0,11,32,7,3,96,3,33
14455,587,13,1,0,0,30,6,13,34,0,28
14456,587,14,1,3,6,33,3,10,146,6,8
14457,587,15,2,0,0,23,0,7,10,0,33
14458,587,16,6,0,1,32,1,8,54,0,33
14459,587,17,2,0,0,34,5,11,12,0,23
14460,587,,2,0,0,27,8,14,3,0,33
14461,587,,0,0,0,27,4,1,19,0,28
14462,587,,2,0,0,32,4,12,176,7,2
14463,587,,8,0,2,31,2,4,72,5,8
14464,587,,0,0,0,33,8,14,1,0,2
14465,587,,7,0,0,24,1,8,74,0,23
14466,587,,7,0,1,29,4,12,134,3,33
14467,587,,0,0,0,28,0,7,10,0,11
14468,587,,5,1,2,35,6,13,128,10,33
14469,587,,1,0,1,38,6,13,14,0,23
14470,587,,2,0,0,29,0,7,19,1,5
14471,587,,2,0,0,32,0,7,0,0,33
14472,587,,4,0,0,32,2,4,35,0,33
14473,588,1,9,3,17,36,8,14,132,15,0
14474,588,2,4,12,29,29,2,4,144,6,1
14475,588,3,5,3,7,26,4,1,171,24,0
14476,588,4,1,3,6,33,3,10,146,6,8
14477,588,5,4,0,5,28,0,7,92,8,28
14478,588,6,6,0,0,26,0,7,42,0,33
14479,588,7,4,0,1,31,4,12,95,4,9
14480,588,8,3,2,6,25,7,9,112,5,9
14481,588,9,0,0,0,27,4,1,19,0,28
14482,588,10,1,0,0,30,6,13,34,0,28
14483,588,11,2,0,0,32,5,11,57,0,33
14484,588,12,15,0,11,32,7,3,96,3,33
14485,588,13,0,0,0,27,0,7,2,0,5
14486,588,14,0,0,0,29,5,11,7,0,2
14487,588,,7,0,1,29,4,12,134,3,33
14488,588,,2,0,0,34,5,11,12,0,23
14489,588,,6,0,0,24,1,8,74,0,23
14490,588,,2,0,0,32,4,12,176,7,2
14491,588,,8,0,2,31,2,4,72,5,8
14492,588,,6,0,1,32,1,8,54,0,33
14493,588,,3,0,1,29,1,8,105,2,1
14494,588,,6,7,17,31,8,14,123,9,5
14495,588,,2,0,0,23,0,7,10,0,33
14496,588,,4,1,2,35,6,13,128,10,33
14497,588,,3,0,0,38,5,11,74,1,23
14498,588,,0,0,0,28,0,7,10,0,11
14499,588,,1,0,0,27,8,14,3,0,33
14500,588,,1,0,0,32,0,7,0,0,33
14501,589,1,5,3,6,26,4,1,171,24,0
14502,589,2,4,12,28,29,2,4,144,6,1
14503,589,3,2,0,1,29,1,8,105,2,1
14504,589,4,4,0,5,28,0,7,92,8,28
14505,589,5,6,7,17,31,8,14,123,9,5
14506,589,6,3,2,6,25,7,9,112,5,9
14507,589,7,3,0,0,38,5,11,74,1,23
14508,589,8,5,0,0,24,1,8,74,0,23
14509,589,9,0,0,0,29,0,7,152,5,29
14510,589,10,3,0,0,32,2,4,35,0,33
14511,589,,6,0,0,26,0,7,42,0,33
14512,589,,1,0,0,29,0,7,19,1,5
14513,589,,1,0,0,30,6,13,34,0,28
14514,589,,0,0,0,27,8,14,3,0,33
14515,589,,9,2,16,36,8,14,132,15,0
14516,589,,7,0,1,29,4,12,134,3,33
14517,589,,1,3,6,33,3,10,146,6,8
14518,589,,3,1,2,35,6,13,128,10,33
14519,589,,1,0,0,23,0,7,10,0,33
14520,589,,0,0,0,29,4,12,7,0,9
14521,589,,4,0,1,31,4,12,95,4,9
14522,589,,8,0,2,31,2,4,72,5,8
14523,589,,2,0,0,32,4,12,176,7,2
14524,589,,1,0,0,34,5,11,12,0,2
14525,590,1,5,8,33,38,7,3,112,9,1
14526,590,2,5,2,5,25,4,1,171,24,0
14527,590,3,8,2,16,35,8,14,132,15,0
14528,590,4,10,0,2,34,0,7,50,1,1
14529,590,5,10,1,8,37,4,12,86,4,11
14530,590,6,3,0,1,30,4,12,95,4,9
14531,590,7,1,3,6,32,3,10,146,6,8
14532,590,8,11,0,0,33,7,3,35,0,23
14533,590,9,8,0,1,32,4,12,57,1,11
14534,590,10,4,12,27,28,2,4,144,6,1
14535,590,11,2,0,0,32,0,7,11,0,33
14536,590,12,0,0,0,28,0,7,152,5,8
14537,590,13,6,7,17,30,8,14,123,9,5
14538,590,,19,14,36,45,0,7,176,10,33
14539,590,,5,8,24,29,8,14,114,14,5
14540,590,,1,0,0,30,0,7,3,0,8
14541,590,,5,0,0,23,1,8,74,0,23
14542,590,,3,0,0,30,4,12,13,0,11
14543,590,,3,2,6,24,7,9,112,5,9
14544,590,,7,0,2,30,2,4,72,5,33
14545,590,,2,0,0,31,5,11,57,0,33
14546,590,,4,0,5,27,0,7,92,8,23
14547,590,,2,0,0,28,1,8,105,2,33
14548,590,,4,2,8,35,6,13,30,0,29
14549,590,,7,0,1,28,4,12,134,3,29
14550,591,1,4,12,27,28,2,4,144,6,1
14551,591,2,8,2,15,35,8,14,132,15,0
14552,591,3,5,8,24,29,8,14,114,14,5
14553,591,4,7,0,2,30,2,4,72,5,33
14554,591,5,10,0,2,34,0,7,50,1,1
14555,591,6,6,7,17,30,8,14,123,9,5
14556,591,7,1,3,6,32,3,10,146,6,8
14557,591,8,3,0,1,30,4,12,95,4,9
14558,591,9,4,0,5,27,0,7,92,8,23
14559,591,10,10,1,8,37,4,12,86,4,11
14560,591,11,19,14,36,45,0,7,176,10,33
14561,591,12,5,7,32,38,7,3,112,9,1
14562,591,13,3,2,6,24,7,9,112,5,9
14563,591,14,8,0,1,32,4,12,57,1,11
14564,591,15,1,0,0,30,0,7,3,0,8
14565,591,16,3,0,0,30,4,12,13,0,11
14566,591,17,2,0,0,28,1,8,105,2,33
14567,591,,0,0,0,28,0,7,152,5,8
14568,591,,5,0,0,23,1,8,74,0,23
14569,591,,6,0,1,28,4,12,134,3,29
14570,591,,2,0,0,31,5,11,57,0,33
14571,591,,3,2,8,35,6,13,30,0,29
14572,591,,11,0,0,33,7,3,35,0,23
14573,591,,5,2,4,25,4,1,171,24,0
14574,591,,2,0,0,32,0,7,11,0,33
14575,592,1,1,3,6,32,3,10,146,6,8
14576,592,2,10,1,8,37,4,12,86,4,11
14577,592,3,10,0,2,34,0,7,50,1,1
14578,592,4,3,0,1,30,4,12,95,4,9
14579,592,5,5,0,0,23,1,8,74,0,23
14580,592,6,2,0,0,31,5,11,57,0,33
14581,592,7,4,11,26,28,2,4,144,6,1
14582,592,8,3,2,6,24,7,9,112,5,9
14583,592,9,5,7,32,38,7,3,112,9,1
14584,592,10,3,0,0,37,5,11,74,1,23
14585,592,11,7,0,2,30,2,4,72,5,33
14586,592,12,19,14,36,45,0,7,176,10,33
14587,592,13,1,0,0,27,7,9,18,0,5
14588,592,14,1,0,0,30,7,9,3,0,9
14589,592,15,3,0,0,30,4,12,13,0,11
14590,592,16,5,2,4,25,4,1,171,24,0
14591,592,17,1,0,0,30,0,7,3,0,8
14592,592,18,8,0,1,32,4,12,57,1,11
14593,592,19,5,0,0,38,7,9,11,0,1
14594,592,,8,2,14,35,8,14,132,15,0
14595,592,,0,0,0,28,0,7,152,5,8
14596,592,,5,8,23,29,8,14,114,14,5
14597,592,,4,0,5,27,0,7,92,8,28
14598,592,,2,0,0,28,1,8,105,2,33
14599,592,,1,0,0,40,7,9,2,0,5
14600,592,,6,7,17,30,8,14,123,9,5
14601,592,,2,0,0,32,8,14,2,0,33
14602,593,1,5,2,4,25,4,1,171,24,0
14603,593,2,8,2,14,35,8,14,132,15,0
14604,593,3,4,11,26,28,2,4,144,6,1
14605,593,4,5,0,0,23,1,8,74,0,23
14606,593,5,3,2,6,24,7,9,112,5,9
14607,593,6,5,7,32,38,7,3,112,9,1
14608,593,7,3,0,1,37,0,7,12,0,29
14609,593,8,3,0,1,30,4,12,95,4,9
14610,593,9,10,0,1,34,0,7,50,1,1
14611,593,10,4,0,5,27,0,7,92,8,28
14612,593,11,0,0,0,28,0,7,152,5,8
14613,593,12,8,0,1,32,4,12,57,1,11
14614,593,13,7,0,2,30,2,4,72,5,33
14615,593,14,7,0,1,31,4,2,34,0,33
14616,593,,6,0,1,28,4,12,134,3,29
14617,593,,19,14,36,45,0,7,176,10,33
14618,593,,2,0,0,31,5,11,57,0,33
14619,593,,2,0,0,28,1,8,105,2,33
14620,593,,3,0,0,30,4,12,13,0,11
14621,593,,5,8,23,29,8,14,114,14,5
14622,593,,5,7,17,30,8,14,123,9,5
14623,593,,15,0,11,31,7,3,96,3,33
14624,593,,4,0,0,27,8,14,10,0,8
14625,593,,1,2,5,32,3,10,146,6,8
14626,593,,10,1,7,37,4,12,86,4,11
14627,593,,2,0,0,32,0,7,11,0,33
14628,593,,2,0,0,32,8,14,2,0,33
14629,594,1,4,11,25,28,2,4,144,6,1
14630,594,2,5,1,3,25,4,1,171,24,0
14631,594,3,3,2,6,24,7,9,112,5,9
14632,594,4,8,2,13,35,8,14,132,15,0
14633,594,5,10,1,7,37,4,12,86,4,11
14634,594,6,5,7,32,38,7,3,112,9,1
14635,594,7,10,0,1,34,0,7,50,1,1
14636,594,8,19,14,36,45,0,7,176,10,33
14637,594,9,3,0,0,37,5,11,74,1,23
14638,594,10,6,0,1,31,4,2,34,0,33
14639,594,11,0,0,0,28,0,7,152,5,8
14640,594,12,1,0,0,32,0,7,11,0,33
14641,594,13,5,0,1,28,4,12,134,3,29
14642,594,14,1,0,0,32,8,14,8,0,33
14643,594,15,3,0,0,31,4,2,9,0,33
14644,594,16,3,0,0,30,4,12,13,0,11
14645,594,17,0,0,0,32,8,14,1,0,8
14646,594,18,3,0,1,37,0,7,12,0,29
14647,594,,5,8,23,29,8,14,114,14,5
14648,594,,5,0,0,25,0,7,42,0,33
14649,594,,0,2,5,32,3,10,146,6,8
14650,594,,5,7,17,30,8,14,123,9,5
14651,594,,3,0,1,30,4,12,95,4,9
14652,594,,2,0,0,28,1,8,105,2,33
14653,594,,1,0,0,34,4,12,1,0,8
14654,594,,7,0,2,30,2,4,72,5,33
14655,594,,4,0,0,27,8,14,10,0,8
14656,594,,4,0,5,27,0,7,92,8,28
14657,594,,1,0,0,31,5,11,57,0,33
14658,594,,8,0,1,32,4,12,57,1,11
14659,594,,5,0,0,23,1,8,74,0,23
14660,594,,5,0,0,31,4,0,1,0,33
14661,595,1,5,7,17,30,8,14,123,9,5
14662,595,2,3,2,5,24,7,9,112,5,9
14663,595,3,5,0,1,28,4,12,134,3,29
14664,595,4,8,2,13,35,8,14,132,15,0
14665,595,5,4,10,24,28,2,4,144,6,1
14666,595,6,0,0,0,28,0,7,152,5,8
14667,595,7,19,14,36,45,0,7,176,10,33
14668,595,8,1,0,0,32,0,7,11,0,33
14669,595,9,3,0,1,30,4,12,95,4,9
14670,595,,7,0,1,32,4,12,57,1,11
14671,595,,5,8,23,29,8,14,114,14,5
14672,595,,5,1,2,25,4,1,171,24,0
14673,595,,3,0,5,27,0,7,92,8,28
14674,595,,10,0,1,34,0,7,50,1,1
14675,595,,0,2,5,32,3,10,146,6,8
14676,595,,3,0,0,30,4,12,13,0,11
14677,595,,3,0,0,31,4,2,9,0,33
14678,595,,5,0,0,23,1,8,74,0,23
14679,595,,10,1,7,37,4,12,86,4,11
14680,595,,5,7,32,38,7,3,112,9,1
14681,595,,1,0,0,31,5,11,57,0,33
14682,595,,3,0,0,37,5,11,74,1,23
14683,595,,3,0,1,37,0,7,12,0,29
14684,595,,7,0,2,30,2,4,72,5,33
14685,595,,6,0,1,31,4,2,34,0,33
14686,595,,2,0,0,28,1,8,105,2,33
14687,595,,15,0,11,31,7,3,96,3,33
14688,595,,4,0,0,27,8,14,10,0,8
14689,596,1,3,2,4,24,7,9,112,5,9
14690,596,2,3,0,1,30,4,12,95,4,9
14691,596,3,3,0,5,27,0,7,92,8,28
14692,596,4,4,10,24,28,2,4,144,6,1
14693,596,5,5,0,0,28,4,12,134,3,29
14694,596,6,19,14,36,45,0,7,176,10,33
14695,596,7,1,0,0,32,0,7,11,0,33
14696,596,8,1,0,0,32,8,14,2,0,33
14697,596,9,3,0,0,27,8,14,10,0,8
14698,596,10,2,0,0,37,5,11,74,1,23
14699,596,11,0,0,0,28,0,7,152,5,8
14700,596,,2,0,0,31,4,2,9,0,33
14701,596,,5,1,2,25,4,1,171,24,0
14702,596,,4,0,1,33,8,14,22,0,23
14703,596,,4,7,32,38,7,3,112,9,1
14704,596,,1,0,0,28,1,8,105,2,33
14705,596,,0,2,5,32,3,10,146,6,8
14706,596,,5,8,23,29,8,14,114,14,5
14707,596,,8,2,13,35,8,14,132,15,0
14708,596,,6,0,2,30,2,4,72,5,33
14709,596,,5,6,16,30,8,14,123,9,5
14710,596,,4,0,0,31,4,0,1,0,33
14711,596,,9,0,1,34,0,7,50,1,1
14712,596,,9,1,7,37,4,12,86,4,11
14713,596,,0,0,0,31,8,14,1,0,29
14714,596,,7,0,1,32,4,12,57,1,11
14715,596,,1,0,0,30,0,7,3,0,33
14716,597,1,5,1,2,25,4,1,171,24,0
14717,597,2,8,2,13,35,8,14,132,15,0
14718,597,3,4,10,24,28,2,4,144,6,1
14719,597,4,9,0,1,34,0,7,50,1,1
14720,597,5,3,1,3,24,7,9,112,5,9
14721,597,6,3,0,0,30,4,12,95,4,9
14722,597,7,0,0,0,28,0,7,152,5,8
14723,597,8,5,6,16,30,8,14,123,9,5
14724,597,9,3,0,0,27,8,14,10,0,8
14725,597,10,2,0,0,37,5,11,74,1,23
14726,597,11,5,8,23,29,8,14,114,14,5
14727,597,12,0,2,5,32,3,10,146,6,8
14728,597,,2,0,0,31,4,2,9,0,33
14729,597,,4,7,32,38,7,3,112,9,1
14730,597,,2,0,0,30,4,12,13,0,11
14731,597,,0,0,0,31,5,11,57,0,33
14732,597,,1,0,0,32,0,7,11,0,33
14733,597,,5,0,0,28,4,12,134,3,29
14734,597,,9,1,7,37,4,12,86,4,11
14735,597,,19,14,36,45,0,7,176,10,33
14736,597,,7,0,1,32,4,12,57,1,11
14737,597,,1,0,0,28,1,8,105,2,33
14738,597,,3,0,4,27,0,7,92,8,28
14739,597,,4,0,0,25,0,7,42,0,29
14740,597,,4,0,0,23,1,8,74,0,23
14741,597,,5,0,1,31,4,2,34,0,33
14742,597,,1,0,0,32,8,14,8,0,33
14743,598,1,5,6,16,30,8,14,123,9,5
14744,598,2,5,0,1,25,4,1,171,24,0
14745,598,3,8,2,12,35,8,14,132,15,0
14746,598,4,3,1,3,24,7,9,112,5,9
14747,598,5,5,8,23,29,8,14,114,14,5
14748,598,6,4,7,32,38,7,3,112,9,1
14749,598,7,9,0,1,34,0,7,50,1,1
14750,598,8,3,0,0,30,4,12,95,4,9
14751,598,9,0,0,0,31,5,11,57,0,33
14752,598,10,9,1,7,37,4,12,86,4,11
14753,598,11,2,0,0,37,5,11,74,1,23
14754,598,12,5,0,0,28,4,12,134,3,29
14755,598,13,19,14,36,45,0,7,176,10,33
14756,598,14,2,0,0,30,4,12,13,0,11
14757,598,15,1,0,0,32,0,7,11,0,33
14758,598,16,0,0,0,28,0,7,152,5,8
14759,598,,4,10,23,28,2,4,144,6,1
14760,598,,0,2,5,32,3,10,146,6,8
14761,598,,1,0,0,28,1,8,105,2,33
14762,598,,3,0,0,25,0,7,42,0,29
14763,598,,7,0,1,32,4,12,57,1,11
14764,598,,2,0,4,27,0,7,92,8,28
14765,598,,2,0,0,31,4,2,9,0,33
14766,598,,3,0,0,27,8,14,10,0,8
14767,598,,6,0,2,30,2,4,72,5,8
14768,598,,2,0,0,32,4,12,49,0,33
14769,598,,3,0,0,23,1,8,74,0,23
14770,598,,3,0,0,30,4,12,1,0,33
14771,598,,4,0,0,31,4,0,1,0,33
14772,598,,1,0,0,34,4,12,1,0,8
14773,599,1,3,1,3,24,7,9,112,5,9
14774,599,2,4,10,23,28,2,4,144,6,1
14775,599,3,5,8,23,29,8,14,114,14,5
14776,599,4,8,2,11,35,8,14,132,15,0
14777,599,5,5,0,0,25,4,1,171,24,0
14778,599,6,0,2,5,32,3,10,146,6,8
14779,599,7,4,7,32,38,7,3,112,9,1
14780,599,8,2,0,0,25,0,7,42,0,29
14781,599,9,5,0,2,30,2,4,72,5,8
14782,599,10,5,5,15,30,8,14,123,9,5
14783,599,11,0,0,0,28,0,7,152,5,8
14784,599,12,9,1,7,37,4,12,86,4,11
14785,599,13,19,14,36,45,0,7,176,10,33
14786,599,14,1,0,0,28,1,8,105,2,33
14787,599,,7,0,1,32,4,12,57,1,11
14788,599,,2,0,0,30,4,12,13,0,11
14789,599,,9,0,1,34,0,7,50,1,1
14790,599,,5,0,0,28,4,12,134,3,29
14791,599,,2,0,0,23,1,8,74,0,23
14792,599,,3,0,0,30,4,12,95,4,9
14793,599,,0,0,0,31,5,11,57,0,33
14794,599,,2,0,0,37,5,11,74,1,23
14795,599,,4,0,1,31,4,2,34,0,33
14796,599,,1,0,4,27,0,7,92,8,28
14797,599,,8,1,1,34,0,7,30,0,33
14798,599,,3,0,0,29,0,7,7,0,33
14799,599,,5,0,0,33,0,7,9,0,33
14800,599,,1,0,0,32,8,14,2,0,33
14801,599,,1,0,0,33,5,11,12,0,8
14802,599,,1,0,0,31,4,2,9,0,33
14803,599,,1,0,0,33,7,3,1,0,33
14804,599,,11,0,0,33,7,3,35,0,33
14805,599,,5,0,0,28,0,7,3,0,23
14806,599,,3,0,0,31,4,0,1,0,33
14807,600,1,8,2,11,35,8,14,132,15,0
14808,600,2,3,0,2,24,7,9,112,5,9
14809,600,3,0,2,5,32,3,10,146,6,8
14810,600,4,5,5,15,30,8,14,123,9,5
14811,600,5,5,8,22,29,8,14,114,14,5
14812,600,6,2,0,0,25,0,7,42,0,29
14813,600,7,1,0,0,23,1,8,74,0,23
14814,600,8,5,0,0,28,4,12,134,3,29
14815,600,9,19,14,36,45,0,7,176,10,33
14816,600,10,7,0,1,32,4,12,57,1,11
14817,600,11,4,0,0,33,0,7,9,0,33
14818,600,12,5,0,2,30,2,4,72,5,8
14819,600,13,2,0,0,37,5,11,74,1,23
14820,600,14,3,0,0,27,0,7,4,0,33
14821,600,15,8,0,1,34,0,7,50,1,1
14822,600,,1,0,0,28,1,8,105,2,33
14823,600,,1,0,4,27,0,7,92,8,28
14824,600,,3,0,0,30,4,12,95,4,9
14825,600,,0,0,0,31,5,11,57,0,33
14826,600,,9,1,7,37,4,12,86,4,11
14827,600,,0,0,0,31,4,2,9,0,33
14828,600,,4,10,22,28,2,4,144,6,1
14829,600,,1,0,0,31,4,12,176,7,33
14830,600,,0,0,0,28,0,7,152,5,8
14831,600,,5,0,0,25,4,1,171,24,0
14832,600,,4,7,32,38,7,3,112,9,1
14833,600,,1,0,0,30,4,12,13,0,11
14834,600,,4,0,1,31,4,2,34,0,33
14835,600,,1,0,0,32,0,7,11,0,33
14836,600,,1,0,0,24,4,2,11,0,33
14837,600,,14,0,11,31,7,3,96,3,33
14838,600,,10,0,0,33,7,3,35,0,33
14839,601,1,0,2,4,32,3,10,146,6,8
14840,601,2,3,7,32,38,7,3,112,9,1
14841,601,3,1,0,4,27,0,7,92,8,28
14842,601,4,0,0,0,28,0,7,152,5,8
14843,601,5,8,1,10,35,8,14,132,15,0
14844,601,6,2,0,0,37,5,11,74,1,23
14845,601,7,0,0,0,35,0,7,6,0,1
14846,601,8,5,0,0,28,4,12,134,3,29
14847,601,9,0,0,0,35,4,1,1,0,33
14848,601,10,3,0,1,31,4,2,34,0,33
14849,601,11,1,0,0,23,1,8,74,0,23
14850,601,12,19,14,36,45,0,7,176,10,33
14851,601,,3,0,0,27,0,7,4,0,33
14852,601,,5,5,15,30,8,14,123,9,5
14853,601,,5,8,22,29,8,14,114,14,5
14854,601,,2,0,0,30,4,12,95,4,9
14855,601,,5,0,2,30,2,4,72,5,8
14856,601,,4,10,22,28,2,4,144,6,1
14857,601,,1,0,0,31,4,12,176,7,33
14858,601,,0,0,0,31,5,11,57,0,33
14859,601,,2,0,0,25,0,7,42,0,29
14860,601,,9,1,7,37,4,12,86,4,11
14861,601,,4,0,0,25,4,1,171,24,0
14862,601,,5,0,1,31,1,8,54,0,33
14863,601,,3,0,1,24,7,9,112,5,9
14864,601,,1,0,0,27,7,9,18,0,28
14865,601,,2,0,0,31,4,0,1,0,33
14866,601,,4,0,0,33,0,7,9,0,33
14867,601,,4,0,0,28,0,7,3,0,33
14868,601,,1,0,0,32,4,12,49,0,33
14869,601,,2,0,0,26,4,1,2,0,8
14870,602,1,5,5,15,30,8,14,123,9,5
14871,602,2,4,10,22,28,2,4,144,6,1
14872,602,3,3,0,1,24,7,9,112,5,9
14873,602,4,0,0,0,31,5,11,57,0,33
14874,602,5,5,0,2,30,2,4,72,5,8
14875,602,6,3,7,31,38,7,3,112,9,1
14876,602,7,0,0,0,28,0,7,152,5,8
14877,602,8,19,14,36,45,0,7,176,10,33
14878,602,9,0,0,0,35,0,7,6,0,1
14879,602,10,1,0,0,25,0,7,42,0,29
14880,602,11,1,0,0,30,4,12,95,4,9
14881,602,,8,1,10,35,8,14,132,15,0
14882,602,,4,0,0,25,4,1,171,24,0
14883,602,,4,8,22,29,8,14,114,14,5
14884,602,,4,0,1,31,1,8,54,0,33
14885,602,,0,0,0,31,4,12,176,7,33
14886,602,,5,0,0,28,4,12,134,3,29
14887,602,,2,0,0,37,5,11,74,1,23
14888,602,,3,0,1,31,4,2,34,0,33
14889,602,,0,1,3,32,3,10,146,6,8
14890,602,,1,0,0,23,1,8,74,0,23
14891,602,,7,0,1,32,4,12,57,1,11
14892,602,,1,0,3,27,0,7,92,8,28
14893,602,,0,0,0,30,4,12,13,0,11
14894,602,,9,1,7,37,4,12,86,4,11
14895,602,,2,0,0,30,4,12,1,0,33
14896,602,,1,0,0,39,5,11,0,0,8
14897,602,,3,0,0,33,0,7,9,0,33
14898,602,,3,0,0,28,0,7,3,0,33
14899,602,,13,0,11,31,7,3,96,3,33
14900,602,,1,0,0,31,4,0,1,0,33
14901,603,1,4,10,21,28,2,4,144,6,1
14902,603,2,8,1,10,35,8,14,132,15,0
14903,603,3,5,4,14,30,8,14,123,9,5
14904,603,4,1,0,3,27,0,7,92,8,28
14905,603,5,1,0,0,30,4,12,95,4,9
14906,603,6,3,7,31,38,7,3,112,9,1
14907,603,7,3,1,2,34,6,13,128,10,33
14908,603,8,5,0,2,30,2,4,72,5,8
14909,603,9,0,1,3,32,3,10,146,6,8
14910,603,10,1,0,0,26,4,1,2,0,33
14911,603,11,4,0,1,31,1,8,54,0,33
14912,603,12,0,0,1,37,6,13,14,0,29
14913,603,13,4,8,22,29,8,14,114,14,5
14914,603,14,19,14,36,45,0,7,176,10,33
14915,603,15,0,0,0,31,4,12,176,7,33
14916,603,16,1,0,0,28,1,8,105,2,1
14917,603,,12,0,11,31,7,3,96,3,11
14918,603,,4,0,0,25,4,1,171,24,0
14919,603,,1,0,0,25,0,7,42,0,29
14920,603,,0,0,0,28,0,7,152,5,8
14921,603,,9,1,7,37,4,12,86,4,11
14922,603,,3,0,0,24,7,9,112,5,9
14923,603,,5,0,0,28,4,12,134,3,29
14924,603,,0,0,0,31,5,11,57,0,33
14925,603,,0,0,0,36,7,5,2,0,8
14926,603,,1,0,0,23,1,8,74,0,23
14927,603,,2,0,0,33,0,7,9,0,33
14928,603,,2,0,0,28,0,7,3,0,33
14929,603,,1,0,0,37,5,11,74,1,23
14930,603,,2,0,0,27,0,7,4,0,8
14931,604,1,0,1,3,32,3,10,146,6,8
14932,604,2,5,0,2,30,2,4,72,5,8
14933,604,3,1,0,3,27,0,7,92,8,28
14934,604,4,4,9,20,28,2,4,144,6,1
14935,604,5,0,0,0,28,0,7,152,5,8
