resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
1287,78,,13,8,28,25,0,7,306,8,33,7,1
1288,78,,13,0,2,28,1,8,183,2,2,38,2
1289,78,,7,0,1,28,8,14,90,0,33,-1,22
1290,78,,0,0,0,25,4,1,11,0,33,-1,9
1291,78,,6,9,28,24,6,6,305,23,6,3,7
1292,78,,23,1,13,32,5,11,229,2,6,34,8
1293,78,,1,0,0,28,8,14,46,0,18,-1,31
1294,78,,9,7,28,30,8,14,94,12,1,29,19
1295,79,1,24,84,140,36,1,8,306,77,0,6,2
1296,79,2,30,11,64,33,2,4,322,17,0,13,4
1297,79,3,0,0,1,29,8,14,37,0,18,-1,28
1298,79,4,1,0,0,28,8,14,46,0,18,-1,31
1299,79,5,1,0,0,26,8,14,46,0,33,-1,12
1300,79,6,0,0,0,25,4,1,11,0,33,-1,9
1301,79,,26,1,7,31,5,11,252,1,33,41,8
1302,79,,8,7,31,26,4,0,285,46,1,-1,3
1303,79,,12,8,28,25,0,7,306,8,33,7,1
1304,79,,23,1,13,32,5,11,229,2,6,34,8
1305,79,,6,9,28,24,6,6,305,23,6,3,7
1306,79,,7,0,1,28,8,14,90,0,33,-1,22
1307,79,,10,6,18,29,4,2,215,19,2,9,6
1308,79,,10,0,6,24,2,4,269,15,33,8,4
1309,79,,9,7,28,30,8,14,94,12,1,29,19
1310,79,,16,11,23,34,7,5,0,0,33,43,16
1311,79,,9,0,0,29,2,4,36,0,33,-1,4
1312,79,,5,0,0,22,4,1,49,0,4,-1,9
1313,79,,13,0,2,28,1,8,183,2,2,38,2
1314,79,,23,13,60,34,0,7,246,18,4,16,1
1315,80,1,5,9,28,24,6,6,305,23,6,3,7
1316,80,2,7,7,31,26,4,0,285,46,1,-1,3
1317,80,3,24,83,139,36,1,8,306,77,0,6,2
1318,80,4,11,8,28,25,0,7,306,8,33,7,1
1319,80,5,25,1,7,31,5,11,252,1,33,41,8
1320,80,6,22,1,13,32,5,11,229,2,6,34,8
1321,80,7,22,6,26,30,1,8,180,8,33,27,2
1322,80,8,15,11,23,34,7,5,0,0,33,43,16
1323,80,9,30,11,63,33,2,4,322,17,0,13,4
1324,80,10,22,13,60,34,0,7,246,18,4,16,1
1325,80,11,6,0,1,28,8,14,90,0,33,-1,22
1326,80,12,9,6,18,29,4,2,215,19,2,9,6
1327,80,13,0,0,0,29,8,14,37,0,18,-1,28
1328,80,14,12,0,2,28,1,8,183,2,2,38,2
1329,80,15,1,0,0,28,8,14,46,0,18,-1,31
1330,80,,8,7,28,30,8,14,94,12,1,29,19
1331,80,,1,0,0,26,8,14,46,0,33,-1,12
1332,80,,0,0,0,25,4,1,11,0,33,-1,9
1333,80,,9,0,6,24,2,4,269,15,33,8,4
1334,80,,4,0,0,22,4,1,49,0,4,-1,9
1335,81,1,8,7,28,30,8,14,94,12,1,29,19
1336,81,2,5,8,27,24,6,6,305,23,6,3,7
1337,81,3,7,7,30,26,4,0,285,46,1,-1,3
1338,81,4,22,1,13,32,5,11,229,2,6,34,8
1339,81,5,11,8,28,25,0,7,306,8,33,7,1
1340,81,6,24,83,138,36,1,8,306,77,0,6,2
1341,81,7,30,11,63,33,2,4,322,17,0,13,4
1342,81,8,22,6,26,30,1,8,180,8,33,27,2
1343,81,9,25,1,7,31,5,11,252,1,33,41,8
1344,81,10,9,0,6,24,2,4,269,15,33,8,4
1345,81,11,9,6,18,29,4,2,215,19,2,9,6
1346,81,12,12,0,2,28,1,8,183,2,2,38,2
1347,81,13,22,13,60,34,0,7,246,18,4,16,1
1348,81,14,15,11,23,34,7,5,0,0,33,43,16
1349,81,15,4,0,0,22,4,1,49,0,4,-1,9
1350,81,16,6,0,1,28,8,14,90,0,33,-1,22
1351,81,17,0,0,0,29,8,14,37,0,18,-1,28
1352,81,18,1,0,0,26,8,14,46,0,33,-1,12
1353,81,19,0,0,0,25,4,1,11,0,33,-1,9
1354,81,,1,0,0,28,8,14,46,0,18,-1,31
1355,82,1,5,8,26,24,6,6,305,23,6,3,7
1356,82,2,8,6,27,30,8,14,94,12,1,29,19
1357,82,3,11,8,28,25,0,7,306,8,33,7,1
1358,82,4,22,1,13,32,5,11,229,2,6,34,8
1359,82,5,24,83,138,36,1,8,306,77,0,6,2
1360,82,6,22,6,26,30,1,8,180,8,33,27,2
1361,82,7,22,13,60,34,0,7,246,18,4,16,1
1362,82,8,9,0,6,24,2,4,269,15,33,8,4
1363,82,9,4,0,0,22,4,1,49,0,4,-1,9
1364,82,10,30,11,63,33,2,4,322,17,0,13,4
1365,82,11,12,0,2,28,1,8,183,2,2,38,2
1366,82,12,6,0,1,28,8,14,90,0,33,-1,22
1367,82,13,1,0,0,26,8,14,46,0,33,-1,12
1368,82,14,25,1,7,31,5,11,252,1,33,41,8
1369,82,15,15,11,23,34,7,5,0,0,33,43,16
1370,82,16,1,0,0,28,8,14,46,0,18,-1,31
1371,82,17,0,0,0,29,8,14,37,0,18,-1,28
1372,82,18,0,0,0,24,8,14,11,0,33,-1,12
1373,82,,9,6,18,29,4,2,215,19,2,9,6
1374,82,,7,7,29,26,4,0,285,46,1,-1,3
1375,83,1,7,7,29,26,4,0,285,46,1,-1,3
1376,83,2,24,83,138,36,1,8,306,77,0,6,2
1377,83,3,22,6,26,30,1,8,180,8,33,27,2
1378,83,4,25,1,7,31,5,11,252,1,33,41,8
1379,83,5,11,8,27,25,0,7,306,8,33,7,1
1380,83,6,12,0,2,28,1,8,183,2,2,38,2
1381,83,7,9,6,18,29,4,2,215,19,2,9,6
1382,83,8,6,0,1,28,8,14,90,0,33,-1,22
1383,83,9,22,1,13,32,5,11,229,2,6,34,8
1384,83,10,30,11,63,33,2,4,322,17,0,13,4
1385,83,11,5,7,25,24,6,6,305,23,6,3,7
1386,83,12,1,0,0,28,8,14,46,0,18,-1,31
1387,83,13,0,0,0,29,8,14,37,0,18,-1,28
1388,83,14,9,0,6,24,2,4,269,15,33,8,4
1389,83,,1,0,0,26,8,14,46,0,33,-1,12
1390,83,,15,11,23,34,7,5,0,0,33,43,16
1391,83,,8,6,26,30,8,14,94,12,1,29,19
1392,83,,0,0,0,24,8,14,11,0,33,-1,12
1393,83,,22,13,60,34,0,7,246,18,4,16,1
1394,83,,4,0,0,22,4,1,49,0,4,-1,9
1395,84,1,7,6,28,26,4,0,285,46,1,-1,3
1396,84,2,5,7,25,24,6,6,305,23,6,3,7
1397,84,3,8,6,26,30,8,14,94,12,1,29,19
1398,84,4,22,1,13,32,5,11,229,2,6,34,8
1399,84,5,11,8,27,25,0,7,306,8,33,7,1
1400,84,6,25,1,7,31,5,11,252,1,33,41,8
1401,84,7,21,13,60,34,0,7,246,18,4,16,1
1402,84,8,3,0,0,22,4,1,49,0,4,-1,9
1403,84,9,6,0,1,28,8,14,90,0,33,-1,22
1404,84,10,30,11,63,33,2,4,322,17,0,13,4
1405,84,11,15,11,23,34,7,5,0,0,33,43,16
1406,84,12,22,6,25,30,1,8,180,8,33,27,2
1407,84,13,0,0,0,24,8,14,11,0,33,-1,12
1408,84,14,1,0,0,28,8,14,46,0,18,-1,31
1409,84,15,0,0,0,29,8,14,37,0,18,-1,28
1410,84,,1,0,0,26,8,14,46,0,33,-1,12
1411,84,,24,83,137,36,1,8,306,77,0,6,2
1412,84,,12,0,2,28,1,8,183,2,2,38,2
1413,84,,9,0,6,24,2,4,269,15,33,8,4
1414,84,,9,6,18,29,4,2,215,19,2,9,6
1415,85,1,8,6,25,30,8,14,94,12,1,29,19
1416,85,2,5,7,24,24,6,6,305,23,6,3,7
1417,85,3,22,1,13,32,5,11,229,2,6,34,8
1418,85,4,7,5,27,26,4,0,285,46,1,-1,3
1419,85,5,25,1,7,31,5,11,252,1,33,41,8
1420,85,6,22,6,25,30,1,8,180,8,33,27,2
1421,85,7,5,0,0,25,2,4,20,0,2,-1,4
1422,85,8,11,8,27,25,0,7,306,8,33,7,1
1423,85,9,9,0,6,24,2,4,269,15,33,8,4
1424,85,10,23,83,137,36,1,8,306,77,0,6,2
1425,85,11,15,11,23,34,7,5,0,0,33,43,16
1426,85,12,30,11,63,33,2,4,322,17,0,13,4
1427,85,13,3,0,0,22,4,1,49,0,4,-1,9
1428,85,14,9,6,18,29,4,2,215,19,2,9,6
1429,85,15,21,13,60,34,0,7,246,18,4,16,1
1430,85,16,6,0,1,28,8,14,90,0,33,-1,22
1431,85,17,0,0,0,29,8,14,37,0,18,-1,28
1432,85,18,0,0,0,24,8,14,11,0,33,-1,12
1433,85,19,0,0,0,26,8,14,46,0,33,-1,12
1434,85,20,1,0,0,28,8,14,46,0,18,-1,31
1435,86,1,7,5,27,26,4,0,285,46,1,-1,3
1436,86,2,5,7,23,24,6,6,305,23,6,3,7
1437,86,3,11,8,27,25,0,7,306,8,33,7,1
1438,86,4,9,6,18,29,4,2,215,19,2,9,6
1439,86,5,30,11,63,33,2,4,322,17,0,13,4
1440,86,6,15,11,23,34,7,5,0,0,33,43,16
1441,86,7,22,6,25,30,1,8,180,8,33,27,2
1442,86,8,0,0,0,29,8,14,37,0,18,-1,28
1443,86,9,3,0,0,22,4,1,49,0,4,-1,9
1444,86,10,9,0,6,24,2,4,269,15,33,8,4
1445,86,11,1,0,0,28,8,14,46,0,18,-1,31
1446,86,12,0,0,0,26,8,14,46,0,33,-1,12
1447,86,13,0,0,0,24,8,14,11,0,33,-1,12
1448,86,14,8,5,24,30,8,14,94,12,1,29,19
1449,86,15,5,0,0,25,2,4,20,0,2,-1,4
1450,86,,25,1,7,31,5,11,252,1,33,41,8
1451,86,,21,13,60,34,0,7,246,18,4,16,1
1452,86,,23,83,137,36,1,8,306,77,0,6,2
1453,86,,6,0,1,28,8,14,90,0,33,-1,22
1454,86,,22,1,12,32,5,11,229,2,6,34,8
1455,87,1,7,5,24,30,8,14,94,12,1,29,19
1456,87,2,7,4,26,26,4,0,285,46,1,-1,3
1457,87,3,5,7,22,24,6,6,305,23,6,3,7
1458,87,4,22,83,137,36,1,8,306,77,0,6,2
1459,87,5,21,1,12,32,5,11,229,2,6,34,8
1460,87,6,30,11,63,33,2,4,322,17,0,13,4
1461,87,7,11,8,26,25,0,7,306,8,33,7,1
1462,87,8,22,6,25,30,1,8,180,8,33,27,2
1463,87,9,3,0,0,22,4,1,49,0,4,-1,9
1464,87,10,5,0,1,28,8,14,90,0,33,-1,22
1465,87,11,9,0,6,24,2,4,269,15,33,8,4
1466,87,12,15,11,23,34,7,5,0,0,33,43,16
1467,87,13,24,1,7,31,5,11,252,1,33,41,8
1468,87,14,0,0,0,26,8,14,46,0,33,-1,12
1469,87,15,1,0,0,28,8,14,46,0,18,-1,31
1470,87,,0,0,0,29,8,14,37,0,18,-1,28
1471,87,,9,6,18,29,4,2,215,19,2,9,6
1472,87,,0,0,0,24,8,14,11,0,33,-1,12
1473,87,,4,0,0,25,2,4,20,0,2,-1,4
1474,87,,21,13,60,34,0,7,246,18,4,16,1
1475,88,1,7,4,25,26,4,0,285,46,1,-1,3
1476,88,2,21,1,12,32,5,11,229,2,6,34,8
1477,88,3,5,7,21,24,6,6,305,23,6,3,7
1478,88,4,9,6,18,29,4,2,215,19,2,9,6
1479,88,5,11,8,26,25,0,7,306,8,33,7,1
1480,88,6,20,13,60,34,0,7,246,18,4,16,1
1481,88,7,22,83,137,36,1,8,306,77,0,6,2
1482,88,8,22,6,25,30,1,8,180,8,33,27,2
1483,88,9,3,0,0,22,4,1,49,0,4,-1,9
1484,88,10,9,0,6,24,2,4,269,15,33,8,4
1485,88,11,30,11,63,33,2,4,322,17,0,13,4
1486,88,12,15,11,23,34,7,5,0,0,33,43,16
1487,88,13,0,0,0,29,8,14,37,0,18,-1,28
1488,88,14,0,0,0,24,8,14,11,0,33,-1,12
1489,88,15,1,0,0,28,8,14,46,0,18,-1,31
1490,88,16,0,0,0,26,8,14,46,0,33,-1,12
1491,88,,3,0,0,25,2,4,20,0,2,-1,4
1492,88,,24,1,7,31,5,11,252,1,33,41,8
1493,88,,7,4,23,30,8,14,94,12,1,29,19
1494,88,,5,0,1,28,8,14,90,0,33,-1,22
1495,89,1,5,7,20,24,6,6,305,23,6,3,7
1496,89,2,7,3,24,26,4,0,285,46,1,-1,3
1497,89,3,22,6,25,30,1,8,180,8,33,27,2
1498,89,4,21,1,11,32,5,11,229,2,6,34,8
1499,89,5,3,0,0,22,4,1,49,0,4,-1,9
1500,89,6,9,0,6,24,2,4,269,15,33,8,4
1501,89,7,9,6,18,29,4,2,215,19,2,9,6
1502,89,8,11,8,26,25,0,7,306,8,33,7,1
1503,89,9,20,13,60,34,0,7,246,18,4,16,1
1504,89,10,15,11,23,34,7,5,0,0,33,43,16
1505,89,11,0,0,0,29,8,14,37,0,18,-1,28
1506,89,12,30,11,63,33,2,4,322,17,0,13,4
1507,89,13,2,0,0,25,2,4,20,0,2,-1,4
1508,89,14,0,0,0,24,8,14,11,0,33,-1,12
1509,89,15,23,1,7,31,5,11,252,1,33,41,8
1510,89,16,0,0,0,26,8,14,46,0,33,-1,12
1511,89,,5,0,1,28,8,14,90,0,33,-1,22
1512,89,,1,0,0,28,8,14,46,0,18,-1,31
1513,89,,6,4,23,30,8,14,94,12,1,29,19
1514,89,,22,83,137,36,1,8,306,77,0,6,2
1515,90,1,21,83,137,35,1,8,306,77,0,6,2
1516,90,2,30,11,63,32,2,4,322,17,0,13,4
1517,90,3,5,6,19,23,6,6,305,23,6,3,7
1518,90,4,22,6,24,29,1,8,180,8,2,27,2
1519,90,5,6,4,23,29,8,14,94,12,2,29,19
1520,90,6,11,8,26,24,0,7,306,8,33,7,1
1521,90,7,23,1,7,30,5,11,252,1,6,41,8
1522,90,8,20,13,60,33,0,7,246,18,1,16,1
1523,90,9,5,0,1,27,8,14,90,0,33,-1,22
1524,90,10,21,1,11,31,5,11,229,2,33,34,8
1525,90,11,3,0,0,21,4,1,49,0,33,-1,9
1526,90,12,3,0,0,31,2,4,28,0,33,-1,4
1527,90,13,24,1,5,38,4,12,157,0,33,88,5
1528,90,14,4,0,0,25,5,11,14,0,18,-1,8
1529,90,,9,0,6,23,2,4,269,15,33,8,4
1530,90,,12,0,2,27,1,8,183,2,18,38,2
1531,90,,4,0,0,23,5,11,18,0,33,-1,8
1532,90,,9,6,18,28,4,2,215,19,33,9,6
1533,90,,4,0,0,23,8,14,20,0,33,-1,33
1534,90,,7,3,23,25,4,0,285,46,1,-1,3
1535,91,1,21,82,136,35,1,8,306,77,0,6,2
1536,91,2,6,4,23,29,8,14,94,12,2,29,19
1537,91,3,11,8,26,24,0,7,306,8,33,7,1
1538,91,4,30,11,62,32,2,4,322,17,0,13,4
1539,91,5,23,1,7,30,5,11,252,1,6,41,8
1540,91,6,20,13,60,33,0,7,246,18,1,16,1
1541,91,7,5,6,18,23,6,6,305,23,6,3,7
1542,91,8,9,0,6,23,2,4,269,15,33,8,4
1543,91,9,3,0,0,31,2,4,28,0,33,-1,4
1544,91,10,3,0,0,21,4,1,49,0,33,-1,9
1545,91,11,21,1,11,31,5,11,229,2,33,34,8
1546,91,12,24,1,5,38,4,12,157,0,33,88,5
1547,91,13,4,0,0,25,5,11,14,0,18,-1,8
1548,91,14,3,0,0,23,5,11,18,0,33,-1,8
1549,91,15,5,0,1,27,8,14,90,0,33,-1,22
1550,91,16,4,0,0,23,8,14,20,0,33,-1,33
1551,91,,7,3,23,25,4,0,285,46,1,-1,3
1552,91,,12,0,2,27,1,8,183,2,18,38,2
1553,91,,22,6,24,29,1,8,180,8,2,27,2
1554,91,,9,6,18,28,4,2,215,19,33,9,6
1555,92,1,21,81,135,35,1,8,306,77,0,6,2
1556,92,2,30,11,62,32,2,4,322,17,0,13,4
1557,92,3,11,8,25,24,0,7,306,8,33,7,1
1558,92,4,23,1,7,30,5,11,252,1,6,41,8
1559,92,5,5,0,1,27,8,14,90,0,33,-1,22
1560,92,6,5,6,18,23,6,6,305,23,6,3,7
1561,92,7,22,6,24,29,1,8,180,8,2,27,2
1562,92,8,8,6,18,28,4,2,215,19,33,9,6
1563,92,9,24,1,5,38,4,12,157,0,33,88,5
1564,92,10,3,0,0,31,2,4,28,0,33,-1,4
1565,92,11,21,1,11,31,5,11,229,2,33,34,8
1566,92,12,9,0,6,23,2,4,269,15,33,8,4
1567,92,13,6,4,22,29,8,14,94,12,2,29,19
1568,92,14,3,0,0,21,4,1,49,0,33,-1,9
1569,92,15,12,0,2,27,1,8,183,2,18,38,2
1570,92,16,4,0,0,25,5,11,14,0,18,-1,8
1571,92,17,3,0,0,23,5,11,18,0,33,-1,8
1572,92,,20,13,60,33,0,7,246,18,1,16,1
1573,92,,4,0,0,23,8,14,20,0,33,-1,33
1574,92,,7,3,23,25,4,0,285,46,1,-1,3
1575,93,1,21,80,134,35,1,8,306,77,0,6,2
1576,93,2,11,8,24,24,0,7,306,8,33,7,1
1577,93,3,6,4,22,29,8,14,94,12,2,29,19
1578,93,4,5,6,18,23,6,6,305,23,6,3,7
1579,93,5,23,1,7,30,5,11,252,1,6,41,8
1580,93,6,30,11,61,32,2,4,322,17,0,13,4
1581,93,7,22,6,24,29,1,8,180,8,2,27,2
1582,93,8,7,3,23,25,4,0,285,46,1,-1,3
1583,93,9,21,1,11,31,5,11,229,2,33,34,8
1584,93,10,9,0,6,23,2,4,269,15,33,8,4
1585,93,11,24,1,5,38,4,12,157,0,33,88,5
1586,93,12,20,13,60,33,0,7,246,18,1,16,1
1587,93,13,8,6,18,28,4,2,215,19,33,9,6
1588,93,14,3,0,0,21,4,1,49,0,33,-1,9
1589,93,15,4,0,0,23,8,14,20,0,33,-1,33
1590,93,16,5,0,1,27,8,14,90,0,33,-1,22
1591,93,,12,0,2,27,1,8,183,2,18,38,2
1592,93,,3,0,0,31,2,4,28,0,33,-1,4
1593,93,,3,0,0,23,5,11,18,0,33,-1,8
1594,93,,4,0,0,25,5,11,14,0,18,-1,8
1595,94,1,21,79,133,35,1,8,306,77,0,6,2
1596,94,2,30,11,61,32,2,4,322,17,0,13,4
1597,94,3,23,1,7,30,5,11,252,1,6,41,8
1598,94,4,5,6,18,23,6,6,305,23,6,3,7
1599,94,5,5,0,1,27,8,14,90,0,33,-1,22
1600,94,6,22,6,24,29,1,8,180,8,2,27,2
1601,94,7,21,1,11,31,5,11,229,2,33,34,8
1602,94,8,11,8,23,24,0,7,306,8,33,7,1
1603,94,9,9,0,6,23,2,4,269,15,33,8,4
1604,94,10,20,13,60,33,0,7,246,18,1,16,1
1605,94,11,7,3,23,25,4,0,285,46,1,-1,3
1606,94,12,8,6,18,28,4,2,215,19,33,9,6
1607,94,13,2,0,0,31,2,4,28,0,33,-1,4
1608,94,,4,0,0,25,5,11,14,0,18,-1,8
1609,94,,6,4,21,29,8,14,94,12,2,29,19
1610,94,,3,0,0,21,4,1,49,0,33,-1,9
1611,94,,24,1,5,38,4,12,157,0,33,88,5
1612,94,,12,0,2,27,1,8,183,2,18,38,2
1613,94,,3,0,0,23,5,11,18,0,33,-1,8
1614,94,,4,0,0,23,8,14,20,0,33,-1,33
1615,95,1,23,1,6,30,5,11,252,1,6,41,8
1616,95,2,11,8,23,24,0,7,306,8,33,7,1
1617,95,3,30,11,60,32,2,4,322,17,0,13,4
1618,95,4,6,4,21,29,8,14,94,12,2,29,19
1619,95,5,9,0,6,23,2,4,269,15,33,8,4
1620,95,6,2,0,0,31,2,4,28,0,33,-1,4
1621,95,7,12,0,2,27,1,8,183,2,18,38,2
1622,95,8,24,1,5,38,4,12,157,0,33,88,5
1623,95,9,3,0,0,23,8,14,20,0,33,-1,33
1624,95,10,22,6,24,29,1,8,180,8,2,27,2
1625,95,,21,78,132,35,1,8,306,77,0,6,2
1626,95,,5,6,18,23,6,6,305,23,6,3,7
1627,95,,7,3,23,25,4,0,285,46,1,-1,3
1628,95,,2,0,0,23,5,11,18,0,33,-1,8
1629,95,,4,0,0,25,5,11,14,0,18,-1,8
1630,95,,8,6,18,28,4,2,215,19,33,9,6
1631,95,,5,0,1,27,8,14,90,0,33,-1,22
1632,95,,20,13,60,33,0,7,246,18,1,16,1
1633,95,,21,1,11,31,5,11,229,2,33,34,8
1634,95,,3,0,0,21,4,1,49,0,33,-1,9
1635,96,1,20,78,132,35,1,8,306,77,0,6,2
1636,96,2,30,11,59,32,2,4,322,17,0,13,4
1637,96,3,11,8,22,24,0,7,306,8,33,7,1
1638,96,4,23,0,5,30,5,11,252,1,6,41,8
1639,96,5,4,6,18,23,6,6,305,23,6,3,7
1640,96,6,20,1,11,31,5,11,229,2,33,34,8
1641,96,7,8,6,18,28,4,2,215,19,33,9,6
1642,96,8,6,4,21,29,8,14,94,12,2,29,19
1643,96,9,9,0,6,23,2,4,269,15,33,8,4
1644,96,10,12,0,2,27,1,8,183,2,18,38,2
1645,96,11,24,1,5,38,4,12,157,0,33,88,5
1646,96,12,2,0,0,21,4,1,49,0,33,-1,9
1647,96,13,4,0,0,25,5,11,14,0,18,-1,8
1648,96,14,2,0,0,23,5,11,18,0,33,-1,8
1649,96,15,3,0,0,23,8,14,20,0,33,-1,33
1650,96,,5,0,1,27,8,14,90,0,33,-1,22
1651,96,,19,13,60,33,0,7,246,18,1,16,1
1652,96,,7,3,23,25,4,0,285,46,1,-1,3
1653,96,,22,6,24,29,1,8,180,8,2,27,2
1654,96,,2,0,0,31,2,4,28,0,33,-1,4
1655,97,1,20,77,131,35,1,8,306,77,0,6,2
1656,97,2,30,11,58,32,2,4,322,17,0,13,4
1657,97,3,11,8,21,24,0,7,306,8,33,7,1
1658,97,4,20,1,11,31,5,11,229,2,33,34,8
1659,97,5,7,3,23,25,4,0,285,46,1,-1,3
1660,97,6,19,13,60,33,0,7,246,18,1,16,1
1661,97,7,3,0,2,22,1,8,91,1,18,-1,2
1662,97,8,12,0,2,27,1,8,183,2,18,38,2
1663,97,9,2,0,0,21,4,1,49,0,33,-1,9
1664,97,10,3,0,0,23,8,14,20,0,33,-1,33
1665,97,,9,0,6,23,2,4,269,15,33,8,4
1666,97,,5,0,1,27,8,14,90,0,33,-1,22
1667,97,,4,6,18,23,6,6,305,23,6,3,7
1668,97,,2,0,0,23,5,11,18,0,33,-1,8
1669,97,,8,6,18,28,4,2,215,19,33,9,6
1670,97,,23,0,5,30,5,11,252,1,6,41,8
1671,97,,21,6,24,29,1,8,180,8,2,27,2
1672,97,,6,4,21,29,8,14,94,12,2,29,19
1673,97,,1,0,0,31,2,4,28,0,33,-1,4
1674,97,,24,1,5,38,4,12,157,0,33,88,5
1675,98,1,20,76,130,35,1,8,306,77,0,6,2
1676,98,2,30,11,57,32,2,4,322,17,0,13,4
1677,98,3,5,0,1,27,8,14,90,0,33,-1,22
1678,98,4,23,0,5,30,5,11,252,1,6,41,8
1679,98,5,24,1,5,38,4,12,157,0,33,88,5
1680,98,6,7,3,23,25,4,0,285,46,1,-1,3
1681,98,7,19,13,60,33,0,7,246,18,1,16,1
1682,98,8,3,0,0,23,8,14,20,0,33,-1,33
1683,98,9,20,1,11,31,5,11,229,2,33,34,8
1684,98,,8,6,18,28,4,2,215,19,33,9,6
1685,98,,6,4,21,29,8,14,94,12,2,29,19
1686,98,,12,0,2,27,1,8,183,2,18,38,2
1687,98,,11,8,20,24,0,7,306,8,33,7,1
1688,98,,1,0,0,31,2,4,28,0,33,-1,4
1689,98,,21,6,24,29,1,8,180,8,2,27,2
1690,98,,4,6,18,23,6,6,305,23,6,3,7
1691,98,,2,0,0,21,4,1,49,0,33,-1,9
1692,98,,8,0,6,23,2,4,269,15,33,8,4
1693,98,,4,0,0,25,5,11,14,0,18,-1,8
1694,98,,2,0,0,23,5,11,18,0,33,-1,8
1695,99,1,20,75,129,35,1,8,306,77,0,6,2
1696,99,2,4,6,18,23,6,6,305,23,6,3,7
1697,99,3,30,11,56,32,2,4,322,17,0,13,4
1698,99,4,23,0,5,30,5,11,252,1,6,41,8
1699,99,5,11,8,20,24,0,7,306,8,33,7,1
1700,99,6,19,13,60,33,0,7,246,18,1,16,1
1701,99,7,7,3,23,25,4,0,285,46,1,-1,3
1702,99,8,6,4,21,29,8,14,94,12,2,29,19
1703,99,9,8,6,18,28,4,2,215,19,33,9,6
1704,99,10,6,0,0,30,6,6,36,0,2,-1,7
1705,99,11,1,0,0,21,4,1,49,0,33,-1,9
1706,99,12,20,1,11,31,5,11,229,2,33,34,8
1707,99,13,7,0,6,23,2,4,269,15,33,8,4
1708,99,14,1,0,0,31,2,4,28,0,33,-1,4
1709,99,15,24,1,5,38,4,12,157,0,33,88,5
1710,99,16,12,0,2,27,1,8,183,2,18,38,2
1711,99,17,3,0,0,25,5,11,14,0,18,-1,8
1712,99,18,1,0,0,23,5,11,18,0,33,-1,8
1713,99,,3,0,0,23,8,14,20,0,33,-1,33
1714,99,,5,0,0,27,8,14,90,0,33,-1,22
1715,100,1,20,74,128,35,1,8,306,77,0,6,2
1716,100,2,7,3,23,25,4,0,285,46,1,-1,3
1717,100,3,30,11,55,32,2,4,322,17,0,13,4
1718,100,4,11,8,20,24,0,7,306,8,33,7,1
1719,100,5,6,4,21,29,8,14,94,12,2,29,19
1720,100,6,20,1,11,31,5,11,229,2,33,34,8
1721,100,7,19,13,60,33,0,7,246,18,1,16,1
1722,100,8,8,6,18,28,4,2,215,19,33,9,6
1723,100,9,7,0,6,23,2,4,269,15,33,8,4
1724,100,10,4,6,17,23,6,6,305,23,6,3,7
1725,100,11,5,0,0,27,8,14,90,0,33,-1,22
1726,100,12,6,0,0,30,6,6,36,0,2,-1,7
1727,100,13,1,0,0,31,2,4,28,0,33,-1,4
1728,100,14,1,0,0,21,4,1,49,0,33,-1,9
1729,100,15,12,0,2,27,1,8,183,2,18,38,2
1730,100,16,1,0,0,23,5,11,18,0,33,-1,8
1731,100,,3,0,0,25,5,11,14,0,18,-1,8
1732,100,,23,0,5,30,5,11,252,1,6,41,8
1733,100,,2,0,0,23,8,14,20,0,33,-1,33
1734,100,,24,1,5,38,4,12,157,0,33,88,5
1735,101,1,20,73,127,35,1,8,306,77,0,6,2
1736,101,2,11,8,20,24,0,7,306,8,33,7,1
1737,101,3,4,6,17,23,6,6,305,23,6,3,7
1738,101,4,19,13,60,33,0,7,246,18,1,16,1
1739,101,5,6,4,21,29,8,14,94,12,2,29,19
1740,101,6,8,6,18,28,4,2,215,19,33,9,6
1741,101,7,2,0,0,24,2,4,20,0,2,-1,4
1742,101,8,5,0,0,27,8,14,90,0,33,-1,22
1743,101,9,20,1,11,31,5,11,229,2,33,34,8
1744,101,10,1,0,0,21,4,1,49,0,33,-1,9
1745,101,11,22,0,5,30,5,11,252,1,6,41,8
1746,101,12,30,11,54,32,2,4,322,17,0,13,4
1747,101,13,7,0,6,23,2,4,269,15,33,8,4
1748,101,14,23,1,5,38,4,12,157,0,33,88,5
1749,101,15,2,0,0,25,5,11,14,0,18,-1,8
1750,101,16,2,0,0,23,8,14,20,0,33,-1,33
1751,101,17,1,0,0,23,5,11,18,0,33,-1,8
1752,101,,12,0,2,27,1,8,183,2,18,38,2
1753,101,,1,0,0,31,2,4,28,0,33,-1,4
1754,101,,7,3,22,25,4,0,285,46,1,-1,3
1755,102,1,20,72,126,35,1,8,306,77,0,6,2
1756,102,2,30,11,54,32,2,4,322,17,0,13,4
1757,102,3,4,6,16,23,6,6,305,23,6,3,7
1758,102,4,6,4,21,29,8,14,94,12,2,29,19
1759,102,5,11,8,19,24,0,7,306,8,33,7,1
1760,102,6,5,0,0,27,8,14,90,0,33,-1,22
1761,102,7,2,0,0,24,2,4,20,0,2,-1,4
1762,102,8,20,1,11,31,5,11,229,2,33,34,8
1763,102,9,19,13,60,33,0,7,246,18,1,16,1
