resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100
19087,793,,11,1,0,1,11,8,0,33,101
19088,793,,2,2,13,17,11,32,12,-1,62
19089,793,,18,2,0,0,13,56,0,0,101
19090,793,,6,0,0,0,10,17,1,33,101
19091,793,,16,0,0,0,12,7,0,-1,101
19092,793,,1,1,17,26,10,51,23,3,101
19093,793,,13,3,0,2,12,28,0,-1,101
19094,793,,10,0,0,0,12,11,0,3,101
19095,793,,12,1,2,8,7,45,6,20,68
19096,793,,17,4,0,2,12,38,0,33,101
19097,793,,8,1,0,2,11,24,1,33,101
19098,793,,0,3,0,0,7,13,0,33,101
19099,793,,0,1,0,0,7,0,0,-1,101
19100,793,,0,1,0,1,8,17,1,3,101
19101,794,1,14,0,1,1,13,5,0,33,101
19102,794,2,2,2,0,1,13,11,1,33,101
19103,794,3,10,1,0,1,13,5,0,33,101
19104,794,4,33,1,0,0,13,8,1,-1,101
19105,794,5,7,0,0,0,13,5,0,33,101
19106,794,6,8,2,0,0,13,7,0,33,101
19107,794,7,16,0,0,0,13,5,0,33,101
19108,794,8,19,1,0,0,13,5,0,33,101
19109,794,9,17,2,0,0,13,6,0,33,101
19110,794,10,12,2,0,0,13,6,0,33,101
19111,794,11,18,0,0,1,13,8,0,-1,101
19112,794,12,25,0,0,0,13,4,0,33,101
19113,794,13,32,1,0,0,13,9,0,-1,101
19114,794,14,20,2,0,1,13,10,2,-1,101
19115,794,,21,1,0,0,13,8,0,-1,101
19116,794,,9,1,0,0,13,3,0,33,101
19117,794,,24,0,0,1,13,4,0,33,101
19118,794,,31,0,0,0,13,3,0,-1,101
19119,794,,6,1,0,2,13,8,0,33,101
19120,794,,28,0,0,0,13,2,0,-1,101
19121,794,,27,0,1,1,13,9,1,33,101
19122,794,,13,0,0,0,13,4,0,-1,101
19123,794,,23,0,0,0,13,3,0,33,101
19124,794,,11,0,0,1,13,9,0,-1,101
19125,794,,5,1,2,2,13,5,3,33,101
19126,794,,3,1,0,2,13,6,1,33,101
19127,794,,22,1,0,0,13,5,0,33,101
19128,794,,30,2,0,0,13,12,0,-1,101
19129,794,,26,1,0,0,13,6,0,33,101
19130,794,,29,1,0,0,13,5,0,33,101
19131,794,,1,0,0,0,13,4,0,-1,101
19132,794,,4,1,0,0,13,8,0,33,101
19133,794,,15,0,0,0,13,6,0,-1,101
19134,795,1,2,1,17,26,10,51,23,3,101
19135,795,2,3,1,2,7,7,66,19,3,50
19136,795,3,4,3,5,19,11,33,5,0,69
19137,795,4,8,0,0,0,14,11,0,0,101
19138,795,5,13,0,0,0,10,17,1,33,101
19139,795,6,10,2,0,4,12,82,1,0,91
19140,795,7,7,1,0,2,11,24,1,33,101
19141,795,8,11,0,0,1,11,8,0,33,101
19142,795,9,12,4,0,2,12,38,0,33,101
19143,795,,6,2,0,2,8,11,1,3,101
19144,795,,1,0,0,1,11,14,0,-1,101
19145,795,,9,1,2,8,7,45,6,20,68
19146,795,,5,3,0,1,12,52,1,33,101
19147,795,,0,7,0,0,14,23,0,33,101
19148,795,,0,2,1,5,11,18,1,0,101
19149,795,,0,2,0,0,13,56,0,0,101
19150,796,1,1,1,16,25,10,51,23,3,101
19151,796,2,2,1,2,6,7,66,19,3,50
19152,796,3,4,1,0,2,11,24,1,33,101
19153,796,4,7,0,0,0,10,17,1,33,101
19154,796,5,9,0,0,1,11,14,0,0,101
19155,796,6,6,2,0,1,12,52,1,33,101
19156,796,7,5,1,2,8,7,45,6,0,68
19157,796,8,14,0,0,0,4,7,0,-1,101
19158,796,9,13,4,0,2,12,38,0,33,101
19159,796,10,12,0,0,0,12,5,0,-1,101
19160,796,11,16,6,0,0,14,23,0,0,101
19161,796,,8,2,0,4,12,82,1,0,91
19162,796,,11,3,0,2,12,28,0,-1,101
19163,796,,15,1,0,0,7,14,0,33,101
19164,796,,3,2,0,2,8,11,1,3,101
19165,796,,10,0,0,0,7,4,0,33,101
19166,797,1,1,1,2,5,7,66,19,3,50
19167,797,2,2,1,15,24,10,51,23,3,101
19168,797,3,4,1,0,2,8,11,1,3,101
19169,797,4,5,1,1,5,11,18,1,3,101
19170,797,5,9,1,0,1,11,24,1,33,101
19171,797,6,12,1,2,8,7,45,6,0,68
19172,797,7,23,0,0,0,12,1,0,-1,101
19173,797,8,16,2,0,0,7,13,0,33,101
19174,797,9,15,4,0,0,7,15,0,20,101
19175,797,,13,2,0,4,12,82,1,0,91
19176,797,,6,0,0,0,10,17,1,33,101
19177,797,,25,1,0,0,2,126,12,22,37
19178,797,,17,2,0,0,7,7,0,33,101
19179,797,,24,3,0,1,7,32,0,33,101
19180,797,,18,0,0,0,4,7,0,-1,101
19181,797,,20,0,0,0,7,47,0,33,101
19182,797,,22,0,0,0,7,14,0,33,101
19183,797,,7,1,0,0,13,56,0,20,101
19184,797,,14,0,0,0,7,3,0,33,101
19185,797,,19,0,0,0,7,2,0,33,101
19186,797,,10,0,0,1,11,14,0,0,101
19187,797,,8,0,0,0,12,11,0,33,101
19188,797,,3,2,0,1,12,52,1,33,101
19189,797,,11,3,0,2,12,28,0,-1,101
19190,797,,21,1,0,0,7,12,0,33,101
19191,798,1,1,1,15,23,10,51,23,3,101
19192,798,2,9,1,1,5,11,18,1,3,101
19193,798,3,4,0,0,1,11,14,0,0,101
19194,798,4,6,2,0,1,12,52,1,33,101
19195,798,5,16,1,0,0,10,10,0,33,101
19196,798,6,12,0,0,2,11,10,0,0,101
19197,798,7,7,0,0,0,10,17,1,33,101
19198,798,8,15,2,0,4,12,82,1,0,91
19199,798,9,20,0,0,0,13,2,0,33,101
19200,798,10,14,1,2,8,7,45,6,0,68
19201,798,,3,1,0,1,8,11,1,3,101
19202,798,,10,1,0,1,11,24,1,33,101
19203,798,,21,0,0,0,7,14,0,33,101
19204,798,,2,1,1,4,7,66,19,3,50
19205,798,,19,0,0,0,12,5,0,-1,101
19206,798,,18,0,0,0,4,7,0,-1,101
19207,798,,11,3,0,1,7,32,0,33,101
19208,798,,13,1,0,0,13,56,0,20,101
19209,798,,22,0,0,0,12,1,0,-1,101
19210,798,,17,4,0,0,7,15,0,20,101
19211,798,,5,3,5,18,11,33,5,0,69
19212,798,,8,4,0,8,11,31,1,0,101
19213,798,,0,1,0,0,11,5,0,-1,101
19214,799,1,3,1,14,22,10,51,23,33,101
19215,799,2,1,2,5,18,11,33,5,0,69
19216,799,3,2,1,2,14,10,26,6,0,101
19217,799,4,5,2,0,4,12,82,1,0,91
19218,799,5,15,0,0,0,12,7,0,-1,101
19219,799,6,11,1,0,0,13,56,0,33,101
19220,799,7,10,1,0,0,-1,-1,-1,33,101
19221,799,8,13,2,0,0,14,22,0,33,101
19222,799,9,12,0,0,2,11,10,0,0,101
19223,799,,17,2,0,1,12,52,1,-1,101
19224,799,,4,1,2,8,7,45,6,0,68
19225,799,,6,2,0,2,10,11,1,33,101
19226,799,,8,0,0,0,10,17,1,33,101
19227,799,,16,0,0,0,12,1,0,-1,101
19228,799,,18,0,0,0,10,2,0,33,101
19229,799,,14,4,0,2,12,38,0,0,101
19230,799,,7,1,0,1,11,24,1,33,101
19231,799,,9,1,0,0,10,10,0,33,101
19232,800,1,19,0,2,2,13,5,3,33,101
19233,800,2,3,0,0,1,13,9,0,-1,101
19234,800,3,1,1,0,2,13,6,1,33,101
19235,800,4,11,0,1,1,13,8,0,33,101
19236,800,5,14,0,0,1,13,3,0,33,101
19237,800,6,24,0,0,0,13,8,0,33,101
19238,800,7,6,1,0,0,13,8,0,-1,101
19239,800,8,32,0,0,1,13,8,1,33,101
19240,800,9,25,0,0,0,13,1,0,33,101
19241,800,10,13,0,0,0,13,3,0,-1,101
19242,800,11,27,0,0,1,13,4,0,33,101
19243,800,12,5,1,0,0,13,5,0,-1,101
19244,800,13,22,0,0,1,13,4,0,-1,101
19245,800,14,9,0,0,0,13,5,0,33,101
19246,800,15,8,0,0,1,13,8,0,33,101
19247,800,16,20,0,0,0,13,1,0,33,101
19248,800,17,7,0,0,0,13,6,0,-1,101
19249,800,18,31,0,0,0,13,5,0,-1,101
19250,800,19,33,0,0,0,13,1,0,33,101
19251,800,,10,1,0,2,13,8,0,33,101
19252,800,,12,1,0,0,13,5,0,33,101
19253,800,,16,1,0,0,13,12,0,-1,101
19254,800,23,17,3,0,0,13,8,0,33,101
19255,800,,4,1,0,0,13,8,1,-1,101
19256,800,,23,2,0,0,13,7,0,-1,101
19257,800,,30,0,0,0,13,4,0,33,101
19258,800,,2,2,0,0,13,6,0,33,101
19259,800,,28,2,0,1,13,10,2,33,101
19260,800,,21,2,0,0,13,11,1,33,101
19261,800,,29,0,0,0,13,4,0,-1,101
19262,800,,26,0,0,0,13,1,0,-1,101
19263,800,,15,0,1,1,13,9,1,33,101
19264,800,,18,1,0,0,13,3,0,33,101
19265,801,1,1,1,13,21,10,51,23,33,101
19266,801,2,6,2,0,4,12,82,1,0,91
19267,801,3,9,1,1,4,7,66,19,33,50
19268,801,4,5,1,2,13,10,26,6,0,101
19269,801,5,8,0,0,0,14,9,0,-1,101
19270,801,6,13,1,0,0,-1,-1,-1,33,101
19271,801,7,11,1,0,0,11,7,0,33,101
19272,801,,3,2,5,17,11,33,5,0,69
19273,801,,10,0,0,0,14,11,0,-1,101
19274,801,,7,2,0,1,12,52,1,-1,101
19275,801,,4,2,0,2,10,11,1,33,101
19276,801,,2,1,2,13,10,26,6,0,101
19277,801,,14,1,0,0,14,7,0,0,101
19278,801,,12,0,0,0,10,17,1,33,101
19279,802,1,1,1,12,20,10,51,23,3,101
19280,802,2,2,1,0,1,8,11,1,3,101
19281,802,3,12,3,0,2,12,28,0,0,101
19282,802,4,6,1,0,0,-1,-1,-1,33,101
19283,802,5,14,3,0,8,11,31,1,33,101
19284,802,6,17,2,0,1,12,52,1,-1,101
19285,802,,19,0,0,0,14,11,0,-1,101
19286,802,,9,2,0,3,12,82,1,0,91
19287,802,,13,3,0,2,12,38,0,0,101
19288,802,,5,2,0,2,10,11,1,33,101
19289,802,,11,0,0,0,10,17,1,33,101
19290,802,,16,4,0,0,7,15,0,33,101
19291,802,,21,1,0,0,13,56,0,33,101
19292,802,,7,0,0,1,8,17,1,3,101
19293,802,,10,0,0,0,7,47,0,33,101
19294,802,,4,1,2,13,10,26,6,0,101
19295,802,,15,2,0,0,7,13,0,-1,101
19296,802,,20,0,0,0,14,2,0,-1,101
19297,802,,8,1,2,8,7,45,6,0,68
19298,802,,18,0,0,0,12,5,0,-1,101
19299,802,,3,1,13,17,11,32,12,33,62
19300,802,,0,1,0,0,11,7,0,33,101
19301,803,1,2,1,2,13,10,26,6,0,101
19302,803,2,3,1,2,8,7,45,6,0,68
19303,803,3,28,2,0,2,10,11,1,33,101
19304,803,4,1,1,11,19,10,51,23,3,101
19305,803,5,8,2,0,3,12,82,1,0,91
19306,803,6,32,0,0,0,10,17,1,33,101
19307,803,7,6,1,0,0,8,11,1,3,101
19308,803,8,9,4,0,0,7,15,0,33,101
19309,803,9,12,0,0,0,14,9,0,-1,101
19310,803,10,18,0,0,0,7,8,0,22,101
19311,803,11,17,0,0,0,7,1,0,33,101
19312,803,12,16,1,0,0,13,56,0,33,101
19313,803,13,22,0,0,0,7,2,0,33,101
19314,803,14,23,0,0,0,7,1,0,33,101
19315,803,15,20,0,0,0,7,14,0,22,101
19316,803,,4,1,1,3,7,66,19,33,50
19317,803,,19,0,0,0,7,1,0,33,101
19318,803,,5,2,0,1,12,52,1,-1,101
19319,803,,7,0,0,0,7,47,0,33,101
19320,803,,10,1,0,0,-1,-1,-1,33,101
19321,803,,27,3,0,8,11,31,1,33,101
19322,803,,21,1,0,0,7,1,0,33,101
19323,803,,14,1,0,1,7,6,0,0,101
19324,803,,30,1,13,17,11,32,12,33,62
19325,803,,13,1,0,0,10,5,0,-1,101
19326,803,,11,3,0,1,7,32,0,20,101
19327,803,,15,3,0,1,12,28,0,0,101
19328,803,,24,2,0,1,7,10,0,22,101
19329,803,,25,0,0,0,7,5,0,22,101
19330,803,,31,3,0,2,12,38,0,0,101
19331,803,,26,1,0,0,7,8,0,22,101
19332,803,,29,1,0,0,7,1,0,22,101
19333,804,1,1,1,11,19,10,51,23,3,101
19334,804,2,5,1,1,12,10,26,6,0,101
19335,804,3,7,2,0,3,12,82,1,0,91
19336,804,4,23,1,0,0,8,11,1,3,101
19337,804,5,15,0,0,0,11,7,0,33,101
19338,804,6,13,1,1,4,11,18,1,0,101
19339,804,7,14,1,0,0,13,56,0,33,101
19340,804,8,11,3,0,2,12,38,0,0,101
19341,804,9,12,3,0,1,12,28,0,0,101
19342,804,10,9,2,0,1,12,52,1,-1,101
19343,804,,19,0,0,0,-1,-1,-1,33,101
19344,804,,13,1,0,0,8,2,0,3,101
19345,804,,16,0,0,0,10,5,0,-1,101
19346,804,,21,1,0,0,8,3,0,-1,101
19347,804,,4,0,0,1,8,17,1,3,101
19348,804,,4,0,0,0,14,11,0,-1,101
19349,804,,3,1,2,7,7,45,6,0,68
19350,804,,17,0,0,0,10,17,1,33,101
19351,804,,3,1,1,3,7,66,19,33,50
19352,804,,20,0,0,0,14,9,0,-1,101
19353,804,,8,2,0,1,10,11,1,33,101
19354,804,,10,3,0,8,11,31,1,33,101
19355,804,,22,4,0,0,7,15,0,33,101
19356,805,1,2,1,10,18,10,51,23,3,101
19357,805,2,1,1,1,11,10,26,6,0,101
19358,805,3,7,0,0,1,8,17,1,3,101
19359,805,4,12,0,0,0,10,17,1,33,101
19360,805,5,9,0,0,0,11,7,0,33,101
19361,805,6,8,3,0,0,7,15,0,33,101
19362,805,7,11,0,0,2,11,10,0,0,101
19363,805,8,16,1,0,0,14,7,0,0,101
19364,805,,5,1,0,0,8,11,1,3,101
19365,805,,4,2,0,2,12,82,1,0,91
19366,805,,6,1,2,7,7,45,6,0,68
19367,805,,13,1,0,0,13,56,0,33,101
19368,805,,3,1,1,3,7,66,19,33,50
19369,805,,15,0,0,0,13,3,0,-1,101
19370,805,,14,2,0,1,12,52,1,-1,101
19371,805,,10,0,0,0,10,5,0,-1,101
19372,805,,0,3,0,1,12,28,0,0,101
19373,806,1,1,1,9,17,10,51,23,3,101
19374,806,2,7,1,2,7,7,45,6,0,68
19375,806,3,13,0,0,2,11,10,0,0,101
19376,806,4,8,0,0,0,8,17,1,3,101
19377,806,5,11,2,0,2,12,82,1,0,91
19378,806,6,18,0,0,0,13,3,0,-1,101
19379,806,7,16,3,0,1,7,32,0,20,101
19380,806,8,20,3,0,2,12,38,0,33,101
19381,806,9,9,0,0,0,11,7,0,33,101
19382,806,10,3,1,1,3,7,66,19,33,50
19383,806,11,19,0,0,0,10,2,0,33,101
19384,806,,2,1,13,17,11,32,12,0,62
19385,806,,6,2,0,8,11,31,1,33,101
19386,806,,4,1,0,0,8,11,1,3,101
19387,806,,10,0,0,0,10,17,1,33,101
19388,806,,14,0,0,1,11,24,1,33,101
19389,806,,5,1,1,10,10,26,6,0,101
19390,806,,15,2,0,1,12,28,0,0,101
19391,806,,17,0,0,0,10,5,0,-1,101
19392,806,,12,2,0,1,12,52,1,-1,101
19393,806,,21,1,0,0,11,0,0,33,101
19394,807,1,3,1,2,6,7,45,6,0,68
19395,807,2,7,0,0,1,11,24,1,33,101
19396,807,3,2,1,8,16,10,51,23,3,101
19397,807,4,11,0,0,0,10,17,1,33,101
19398,807,5,12,0,0,0,8,11,1,3,101
19399,807,6,13,0,0,0,6,13,0,33,101
19400,807,7,20,3,0,2,12,38,0,33,101
19401,807,8,14,3,0,0,7,15,0,33,101
19402,807,9,15,0,0,0,-1,-1,-1,33,101
19403,807,,10,0,0,0,11,7,0,33,101
19404,807,,21,2,0,0,14,22,0,33,101
19405,807,,9,0,0,0,8,17,1,3,101
19406,807,,8,2,0,2,12,82,1,0,91
19407,807,,16,0,0,0,12,5,0,-1,101
19408,807,,4,1,0,0,13,56,0,33,101
19409,807,,6,1,1,3,7,66,19,33,50
19410,807,,18,2,0,1,12,52,1,-1,101
19411,807,,19,1,0,0,14,7,0,0,101
19412,807,,1,1,13,17,11,32,12,-1,62
19413,807,,5,2,0,8,11,31,1,-1,101
19414,807,,17,2,0,1,12,28,0,0,101
19415,807,,0,3,0,1,7,32,0,20,101
19416,808,1,1,1,13,17,11,32,12,0,62
19417,808,2,3,2,0,8,11,31,1,0,101
19418,808,3,5,1,1,10,10,26,6,33,101
19419,808,4,6,1,1,5,7,45,6,0,68
19420,808,5,9,0,0,0,10,1,0,33,101
19421,808,6,11,2,0,1,12,52,1,-1,101
19422,808,7,7,2,0,2,12,82,1,-1,91
19423,808,8,16,0,0,0,7,1,0,22,101
19424,808,9,12,0,0,0,7,8,0,22,101
19425,808,,8,2,0,1,12,28,0,-1,101
19426,808,,2,1,8,15,10,51,23,33,101
19427,808,,15,1,0,2,11,15,0,33,101
19428,808,,4,2,5,17,11,33,5,0,69
19429,808,,10,0,0,0,10,10,0,-1,101
19430,808,,14,0,0,0,10,2,0,-1,101
19431,808,,13,0,0,0,10,1,0,22,101
19432,809,1,1,0,1,1,13,5,3,33,101
19433,809,2,12,0,0,1,13,4,0,33,101
19434,809,3,9,0,0,2,13,8,0,33,101
19435,809,4,2,0,0,0,13,8,0,33,101
19436,809,5,3,1,0,1,13,6,1,33,101
19437,809,6,21,1,0,0,13,6,0,33,101
19438,809,7,25,1,0,1,13,10,2,33,101
19439,809,8,20,0,0,0,13,1,0,-1,101
19440,809,9,6,2,0,0,13,11,1,-1,101
19441,809,10,32,1,0,0,13,5,0,33,101
19442,809,11,26,2,0,0,13,3,0,33,101
19443,809,12,19,0,0,0,13,2,0,33,101
19444,809,13,4,0,0,1,13,4,0,-1,101
19445,809,14,31,0,0,0,13,9,0,-1,101
19446,809,15,28,0,0,1,13,2,0,33,101
19447,809,16,10,0,0,0,13,12,0,33,101
19448,809,17,14,0,0,0,13,5,0,33,101
19449,809,,22,0,0,0,13,3,0,33,101
19450,809,,18,0,0,0,13,4,0,33,101
19451,809,,29,0,0,0,13,5,0,-1,101
19452,809,,23,0,0,1,13,3,0,-1,101
19453,809,,24,2,0,0,13,6,0,-1,101
19454,809,,7,0,0,0,13,4,0,33,101
19455,809,,27,0,0,1,13,8,0,-1,101
19456,809,,17,0,0,1,13,8,1,33,101
19457,809,,8,0,1,1,13,9,1,33,101
19458,809,,15,1,0,0,13,8,0,-1,101
19459,809,,13,3,0,0,13,8,0,33,101
19460,809,,16,1,0,0,13,5,0,-1,101
19461,809,,30,0,0,0,13,3,0,33,101
19462,809,,11,0,0,0,13,3,0,-1,101
19463,809,,33,0,0,0,13,8,1,-1,101
19464,809,,5,2,0,0,13,7,0,-1,101
19465,810,1,1,1,12,16,11,32,12,0,62
19466,810,2,3,1,5,17,11,33,5,0,69
19467,810,3,13,1,0,2,11,15,0,33,101
19468,810,4,6,1,1,5,7,45,6,0,68
19469,810,5,7,2,0,0,14,22,0,33,101
19470,810,6,12,2,0,2,12,82,1,-1,91
19471,810,7,8,3,0,2,12,38,0,0,101
19472,810,8,16,2,0,1,7,32,0,-1,101
19473,810,9,9,1,1,3,7,66,19,33,50
19474,810,,4,2,0,7,11,31,1,0,101
19475,810,,14,2,0,0,7,7,0,33,101
19476,810,,10,1,0,0,13,56,0,-1,101
19477,810,,17,6,0,0,14,23,0,33,101
19478,810,,2,1,8,15,10,51,23,33,101
19479,810,,19,0,0,0,10,17,1,-1,101
19480,810,,5,1,1,9,10,26,6,33,101
19481,810,,18,3,0,0,7,15,0,22,101
19482,810,,11,0,0,0,7,47,0,33,101
19483,810,,15,2,0,0,7,13,0,-1,101
19484,811,1,2,1,11,15,11,32,12,0,62
19485,811,2,5,2,0,7,11,31,1,0,101
19486,811,3,16,1,0,1,10,11,1,33,101
19487,811,4,9,2,0,0,14,22,0,33,101
19488,811,5,8,2,0,2,12,82,1,-1,91
19489,811,6,7,1,1,5,7,45,6,0,68
19490,811,7,12,1,0,0,13,56,0,-1,101
19491,811,8,13,3,0,2,12,38,0,0,101
19492,811,9,15,0,0,0,13,3,0,-1,101
19493,811,10,11,0,0,0,14,11,0,-1,101
19494,811,11,18,0,0,0,14,9,0,33,101
19495,811,,10,5,0,0,14,23,0,33,101
19496,811,,17,2,0,0,7,13,0,-1,101
19497,811,,4,1,5,16,11,33,5,0,69
19498,811,,1,1,8,15,10,51,23,33,101
19499,811,,3,1,1,9,10,26,6,33,101
19500,811,,14,2,0,1,12,52,1,-1,101
19501,811,,16,2,0,1,7,32,0,-1,101
19502,811,,20,0,0,0,14,2,0,-1,101
19503,811,,19,0,0,0,14,2,0,-1,101
19504,812,1,7,1,1,5,7,45,6,0,68
19505,812,2,4,1,8,15,10,51,23,33,101
19506,812,3,5,1,1,9,10,26,6,33,101
19507,812,4,1,1,10,14,11,32,12,0,62
19508,812,5,6,1,5,16,11,33,5,0,69
19509,812,6,3,2,0,6,11,31,1,0,101
19510,812,7,9,2,0,0,14,22,0,33,101
19511,812,8,10,3,0,2,12,38,0,0,101
19512,812,9,8,1,0,0,10,11,1,33,101
19513,812,10,22,2,0,1,12,52,1,-1,101
19514,812,11,12,0,0,0,7,8,0,22,101
19515,812,12,21,4,0,0,14,23,0,33,101
19516,812,13,17,2,0,1,7,32,0,-1,101
19517,812,14,18,3,0,0,12,13,0,-1,101
19518,812,15,25,0,0,1,14,15,0,33,101
19519,812,,2,1,0,1,11,15,0,33,101
19520,812,,13,1,1,3,7,66,19,22,50
19521,812,,11,0,0,0,-1,-1,-1,33,101
19522,812,,15,0,0,0,12,7,0,33,101
19523,812,,14,2,0,0,7,15,0,22,101
19524,812,,23,2,0,2,12,82,1,-1,91
19525,812,,16,2,0,0,7,13,0,-1,101
19526,812,,20,1,0,0,13,56,0,-1,101
19527,812,,24,0,0,0,10,17,1,-1,101
19528,812,,19,0,0,0,7,47,0,33,101
19529,813,1,1,1,10,14,11,32,12,0,62
19530,813,2,4,1,8,14,10,51,23,33,101
19531,813,3,5,1,5,16,11,33,5,0,69
19532,813,4,2,1,1,8,10,26,6,33,101
19533,813,5,3,1,0,4,7,45,6,0,68
19534,813,6,16,1,0,1,11,15,0,33,101
19535,813,7,19,0,0,0,-1,-1,-1,33,101
19536,813,8,11,2,0,0,7,15,0,22,101
19537,813,9,14,2,0,1,7,10,0,22,101
19538,813,10,24,3,0,2,12,38,0,0,101
19539,813,,15,1,0,0,7,1,0,22,101
19540,813,,10,0,0,0,7,3,0,33,101
19541,813,,6,2,0,6,11,31,1,0,101
19542,813,,7,1,0,0,10,11,1,33,101
19543,813,,21,0,0,0,7,8,0,22,101
19544,813,,23,2,0,1,7,32,0,-1,101
19545,813,,27,1,0,0,7,12,0,-1,101
19546,813,,28,0,0,0,7,47,0,33,101
19547,813,,26,2,0,0,14,22,0,33,101
19548,813,,12,2,0,0,7,13,0,-1,101
19549,813,,22,2,0,1,12,52,1,-1,101
19550,813,,20,0,0,0,7,1,0,33,101
19551,813,,8,2,0,2,12,82,1,-1,91
19552,813,,17,0,0,0,7,5,0,-1,101
19553,813,,9,1,0,0,13,56,0,-1,101
19554,813,,13,2,0,0,7,7,0,33,101
19555,813,,25,0,0,0,7,2,0,22,101
19556,814,1,3,1,5,15,11,33,5,0,69
19557,814,2,2,1,8,13,10,51,23,33,101
19558,814,3,4,1,0,4,7,45,6,0,68
19559,814,4,7,1,0,1,11,15,0,33,101
19560,814,5,11,2,0,0,14,22,0,33,101
19561,814,6,12,1,1,3,7,66,19,22,50
19562,814,7,19,1,0,0,14,7,0,0,101
19563,814,8,1,1,9,13,11,32,12,0,62
19564,814,9,14,0,0,0,8,17,1,-1,101
19565,814,10,22,3,0,2,12,38,0,0,101
19566,814,11,20,0,0,0,7,1,0,22,101
19567,814,12,28,1,0,0,8,3,0,-1,101
19568,814,13,16,1,0,0,7,7,0,33,101
19569,814,14,26,1,0,0,14,2,0,-1,101
19570,814,15,32,0,0,0,14,2,0,-1,101
19571,814,16,29,0,0,0,8,10,0,-1,101
19572,814,,6,2,0,6,11,31,1,0,101
19573,814,,17,0,0,0,7,8,0,22,101
19574,814,,8,1,0,0,10,11,1,33,101
19575,814,,24,1,0,0,8,5,0,-1,101
19576,814,,25,4,0,0,14,23,0,33,101
19577,814,,34,1,0,0,8,1,0,-1,101
19578,814,,18,2,0,0,8,2,0,-1,101
19579,814,,9,2,0,1,12,52,1,-1,101
19580,814,,10,1,0,0,13,56,0,-1,101
19581,814,,15,0,0,0,-1,-1,-1,33,101
19582,814,,21,1,0,0,14,1,0,-1,101
19583,814,,27,1,0,0,8,1,0,0,101
19584,814,,30,1,0,0,8,2,0,-1,101
19585,814,,5,2,0,2,12,82,1,-1,91
19586,814,,13,0,0,0,7,47,0,33,101
19587,814,,33,1,0,0,8,1,0,-1,101
19588,814,,23,2,0,0,8,3,0,-1,101
19589,814,,31,0,0,0,8,1,0,-1,101
19590,815,1,2,1,9,13,11,32,12,0,62
19591,815,2,3,1,4,14,11,33,5,0,69
19592,815,3,7,1,0,3,7,45,6,0,68
19593,815,4,1,1,8,12,10,51,23,33,101
19594,815,5,11,0,0,0,8,2,0,33,101
19595,815,6,6,2,0,6,11,31,1,0,101
19596,815,7,9,2,0,0,7,15,0,22,101
19597,815,8,19,0,0,0,14,2,0,0,101
19598,815,9,18,0,0,0,14,1,0,-1,101
19599,815,,20,0,0,0,4,6,0,33,101
19600,815,,8,2,0,0,14,22,0,33,101
19601,815,,5,1,0,0,10,11,1,33,101
19602,815,,4,2,0,2,12,82,1,-1,91
19603,815,,12,2,0,1,12,52,1,-1,101
19604,815,,10,1,0,1,11,15,0,33,101
19605,815,,15,2,0,0,7,13,0,-1,101
19606,815,,17,0,0,0,14,5,0,0,101
19607,815,,16,0,0,0,14,11,0,-1,101
19608,815,,13,1,0,0,14,7,0,0,101
19609,815,,14,3,0,2,12,38,0,0,101
19610,816,1,2,1,8,12,10,51,23,33,101
19611,816,2,3,1,4,13,11,33,5,0,69
19612,816,3,5,2,0,6,11,31,1,0,101
19613,816,4,6,1,0,2,7,45,6,0,68
19614,816,5,8,2,0,2,12,82,1,-1,91
19615,816,6,16,0,0,0,10,17,1,-1,101
19616,816,7,12,0,0,0,11,7,0,33,101
19617,816,8,11,0,0,1,11,10,0,0,101
19618,816,9,15,1,0,0,13,56,0,-1,101
19619,816,10,25,0,0,1,14,15,0,33,101
19620,816,11,23,0,0,0,-1,-1,-1,33,101
19621,816,12,24,0,0,0,7,8,0,22,101
19622,816,13,10,1,1,3,7,66,19,22,50
19623,816,14,29,1,0,0,8,3,0,-1,101
19624,816,15,28,3,0,0,12,13,0,-1,101
19625,816,16,17,2,0,2,12,38,0,0,101
19626,816,,1,1,8,12,11,32,12,0,62
19627,816,,7,1,0,1,11,15,0,33,101
19628,816,,4,1,0,0,10,11,1,33,101
19629,816,,9,2,0,0,14,22,0,33,101
19630,816,,22,1,0,0,7,12,0,33,101
19631,816,,19,2,0,0,7,15,0,22,101
19632,816,,18,1,0,0,7,7,0,33,101
19633,816,,20,0,0,0,11,3,0,0,101
19634,816,,14,0,0,0,7,47,0,33,101
19635,816,,21,0,0,0,4,6,0,33,101
19636,816,,13,0,0,0,12,7,0,33,101
19637,816,,26,0,0,0,13,2,0,-1,101
19638,816,,30,3,0,0,14,23,0,33,101
19639,816,,27,2,0,0,7,13,0,-1,101
19640,817,1,2,1,1,4,11,18,1,0,101
19641,817,2,5,0,0,2,14,7,0,0,101
19642,817,3,7,2,0,1,12,52,1,-1,101
19643,817,4,13,1,0,0,7,15,0,-1,101
19644,817,5,15,0,0,0,7,8,0,22,101
19645,817,6,8,2,0,0,14,22,0,33,101
19646,817,7,19,0,0,0,14,5,0,0,101
19647,817,8,17,0,0,0,7,5,0,22,101
